table_name,check_name,policy_id,issue_detail
policies,null_key_or_premium,,"{'policy_id': None, 'effective_date': '2024-01-29', 'written_premium': 2441.73, 'product': 'Short Term Rental', 'state': 'NC', 'broker': 'Broker C'}"
policies,null_key_or_premium,,"{'policy_id': None, 'effective_date': '2024-03-31', 'written_premium': 2990.21, 'product': 'Multi-Family', 'state': 'TX', 'broker': 'Broker A'}"
policies,null_key_or_premium,P4548,"{'policy_id': 'P4548', 'effective_date': '2024-01-24', 'written_premium': nan, 'product': 'Multi-Family', 'state': 'NC', 'broker': 'Broker A'}"
policies,null_key_or_premium,P4555,"{'policy_id': 'P4555', 'effective_date': '2024-03-08', 'written_premium': nan, 'product': 'Landlord', 'state': 'NC', 'broker': 'Broker A'}"
policies,null_key_or_premium,P4560,"{'policy_id': 'P4560', 'effective_date': '2024-03-07', 'written_premium': nan, 'product': 'Multi-Family', 'state': 'TX', 'broker': 'Broker C'}"
policies,null_key_or_premium,P4565,"{'policy_id': 'P4565', 'effective_date': '2024-03-09', 'written_premium': nan, 'product': 'Landlord', 'state': 'GA', 'broker': 'Broker C'}"
policies,null_key_or_premium,P4589,"{'policy_id': 'P4589', 'effective_date': '2024-06-29', 'written_premium': nan, 'product': 'Multi-Family', 'state': 'GA', 'broker': 'Broker B'}"
policies,null_key_or_premium,P4614,"{'policy_id': 'P4614', 'effective_date': '2024-01-02', 'written_premium': nan, 'product': 'Landlord', 'state': 'NC', 'broker': 'Broker C'}"
policies,null_key_or_premium,P4627,"{'policy_id': 'P4627', 'effective_date': '2024-02-17', 'written_premium': nan, 'product': 'Short Term Rental', 'state': 'FL', 'broker': 'Broker A'}"
policies,null_key_or_premium,P4633,"{'policy_id': 'P4633', 'effective_date': '2024-02-21', 'written_premium': nan, 'product': 'Multi-Family', 'state': 'TX', 'broker': 'Broker A'}"
policies,null_key_or_premium,P4662,"{'policy_id': 'P4662', 'effective_date': '2024-01-15', 'written_premium': nan, 'product': 'Short Term Rental', 'state': 'GA', 'broker': 'Broker C'}"
policies,null_key_or_premium,P4705,"{'policy_id': 'P4705', 'effective_date': '2024-03-31', 'written_premium': nan, 'product': 'Short Term Rental', 'state': 'FL', 'broker': 'Broker B'}"
policies,null_key_or_premium,P4714,"{'policy_id': 'P4714', 'effective_date': '2024-04-02', 'written_premium': nan, 'product': 'Landlord', 'state': 'TX', 'broker': 'Broker A'}"
policies,null_key_or_premium,,"{'policy_id': None, 'effective_date': '2024-03-27', 'written_premium': 3589.13, 'product': 'Short Term Rental', 'state': 'GA', 'broker': 'Broker B'}"
policies,null_key_or_premium,P4771,"{'policy_id': 'P4771', 'effective_date': '2024-02-11', 'written_premium': nan, 'product': 'Multi-Family', 'state': 'IL', 'broker': 'Broker A'}"
policies,null_key_or_premium,P4785,"{'policy_id': 'P4785', 'effective_date': '2024-04-06', 'written_premium': nan, 'product': 'Multi-Family', 'state': 'TX', 'broker': 'Broker A'}"
policies,null_key_or_premium,,"{'policy_id': None, 'effective_date': '2024-05-15', 'written_premium': 1446.46, 'product': 'Landlord', 'state': 'TX', 'broker': 'Broker A'}"
policies,null_key_or_premium,P4798,"{'policy_id': 'P4798', 'effective_date': '2024-04-11', 'written_premium': nan, 'product': 'Landlord', 'state': 'FL', 'broker': 'Broker C'}"
policies,null_key_or_premium,,"{'policy_id': None, 'effective_date': '2024-03-14', 'written_premium': 804.62, 'product': 'Multi-Family', 'state': 'GA', 'broker': 'Broker C'}"
policies,null_key_or_premium,P4827,"{'policy_id': 'P4827', 'effective_date': '2024-04-24', 'written_premium': nan, 'product': 'Short Term Rental', 'state': 'FL', 'broker': 'Broker A'}"
policies,null_key_or_premium,P4839,"{'policy_id': 'P4839', 'effective_date': '2024-02-02', 'written_premium': nan, 'product': 'Multi-Family', 'state': 'IL', 'broker': 'Broker A'}"
policies,null_key_or_premium,P4840,"{'policy_id': 'P4840', 'effective_date': '2024-02-04', 'written_premium': nan, 'product': 'Short Term Rental', 'state': 'NC', 'broker': 'Broker C'}"
policies,null_key_or_premium,P4841,"{'policy_id': 'P4841', 'effective_date': '2024-02-11', 'written_premium': nan, 'product': 'Short Term Rental', 'state': 'GA', 'broker': 'Broker B'}"
policies,null_key_or_premium,P4858,"{'policy_id': 'P4858', 'effective_date': '2024-03-28', 'written_premium': nan, 'product': 'Short Term Rental', 'state': 'NC', 'broker': 'Broker C'}"
policies,null_key_or_premium,P4865,"{'policy_id': 'P4865', 'effective_date': '2024-03-11', 'written_premium': nan, 'product': 'Short Term Rental', 'state': 'FL', 'broker': 'Broker A'}"
policies,null_key_or_premium,,"{'policy_id': None, 'effective_date': '2024-03-09', 'written_premium': 2601.04, 'product': 'Multi-Family', 'state': 'GA', 'broker': 'Broker A'}"
policies,null_key_or_premium,,"{'policy_id': None, 'effective_date': '2024-01-23', 'written_premium': 1348.02, 'product': 'Short Term Rental', 'state': 'TX', 'broker': 'Broker C'}"
policies,null_key_or_premium,,"{'policy_id': None, 'effective_date': '2024-05-21', 'written_premium': 2548.74, 'product': 'Landlord', 'state': 'IL', 'broker': 'Broker C'}"
policies,null_key_or_premium,P4969,"{'policy_id': 'P4969', 'effective_date': '2024-03-16', 'written_premium': nan, 'product': 'Landlord', 'state': 'FL', 'broker': 'Broker B'}"
policies,null_key_or_premium,,"{'policy_id': None, 'effective_date': '2024-05-26', 'written_premium': 1445.12, 'product': 'Landlord', 'state': 'TX', 'broker': 'Broker A'}"
policies,null_key_or_premium,P4992,"{'policy_id': 'P4992', 'effective_date': '2024-06-19', 'written_premium': nan, 'product': 'Short Term Rental', 'state': 'TX', 'broker': 'Broker B'}"
policies,null_key_or_premium,P5014,"{'policy_id': 'P5014', 'effective_date': '2024-01-25', 'written_premium': nan, 'product': 'Landlord', 'state': 'IL', 'broker': 'Broker B'}"
policies,null_key_or_premium,,"{'policy_id': None, 'effective_date': '2024-04-05', 'written_premium': 946.99, 'product': 'Short Term Rental', 'state': 'FL', 'broker': 'Broker B'}"
policies,null_key_or_premium,P5040,"{'policy_id': 'P5040', 'effective_date': '2024-01-04', 'written_premium': nan, 'product': 'Multi-Family', 'state': 'FL', 'broker': 'Broker A'}"
policies,null_key_or_premium,P5050,"{'policy_id': 'P5050', 'effective_date': '2024-06-10', 'written_premium': nan, 'product': 'Short Term Rental', 'state': 'TX', 'broker': 'Broker B'}"
policies,null_key_or_premium,P5054,"{'policy_id': 'P5054', 'effective_date': '2024-04-17', 'written_premium': nan, 'product': 'Landlord', 'state': 'IL', 'broker': 'Broker B'}"
policies,null_key_or_premium,P5096,"{'policy_id': 'P5096', 'effective_date': '2024-06-02', 'written_premium': nan, 'product': 'Multi-Family', 'state': 'NC', 'broker': 'Broker C'}"
policies,null_key_or_premium,P5109,"{'policy_id': 'P5109', 'effective_date': '2024-01-07', 'written_premium': nan, 'product': 'Short Term Rental', 'state': 'FL', 'broker': 'Broker C'}"
policies,null_key_or_premium,,"{'policy_id': None, 'effective_date': '2024-05-07', 'written_premium': 1819.45, 'product': 'Landlord', 'state': 'TX', 'broker': 'Broker B'}"
policies,null_key_or_premium,P5148,"{'policy_id': 'P5148', 'effective_date': '2024-01-28', 'written_premium': nan, 'product': 'Short Term Rental', 'state': 'TX', 'broker': 'Broker C'}"
policies,null_key_or_premium,P5163,"{'policy_id': 'P5163', 'effective_date': '2024-06-19', 'written_premium': nan, 'product': 'Multi-Family', 'state': 'GA', 'broker': 'Broker C'}"
policies,null_key_or_premium,P5195,"{'policy_id': 'P5195', 'effective_date': '2024-02-29', 'written_premium': nan, 'product': 'Multi-Family', 'state': 'GA', 'broker': 'Broker A'}"
policies,null_key_or_premium,P5226,"{'policy_id': 'P5226', 'effective_date': '2024-06-08', 'written_premium': nan, 'product': 'Short Term Rental', 'state': 'NC', 'broker': 'Broker B'}"
policies,null_key_or_premium,P5249,"{'policy_id': 'P5249', 'effective_date': '2024-03-03', 'written_premium': nan, 'product': 'Multi-Family', 'state': 'FL', 'broker': 'Broker A'}"
policies,null_key_or_premium,,"{'policy_id': None, 'effective_date': '2024-04-24', 'written_premium': 2360.11, 'product': 'Short Term Rental', 'state': 'GA', 'broker': 'Broker A'}"
policies,null_key_or_premium,P5295,"{'policy_id': 'P5295', 'effective_date': '2024-06-24', 'written_premium': nan, 'product': 'Multi-Family', 'state': 'NC', 'broker': 'Broker A'}"
policies,null_key_or_premium,P5302,"{'policy_id': 'P5302', 'effective_date': '2024-03-07', 'written_premium': nan, 'product': 'Short Term Rental', 'state': 'IL', 'broker': 'Broker B'}"
policies,null_key_or_premium,P5308,"{'policy_id': 'P5308', 'effective_date': '2024-03-28', 'written_premium': nan, 'product': 'Multi-Family', 'state': 'GA', 'broker': 'Broker C'}"
policies,null_key_or_premium,P5312,"{'policy_id': 'P5312', 'effective_date': '2024-05-10', 'written_premium': nan, 'product': 'Landlord', 'state': 'GA', 'broker': 'Broker B'}"
policies,null_key_or_premium,P5315,"{'policy_id': 'P5315', 'effective_date': '2024-01-23', 'written_premium': nan, 'product': 'Landlord', 'state': 'NC', 'broker': 'Broker B'}"
policies,null_key_or_premium,P5356,"{'policy_id': 'P5356', 'effective_date': '2024-04-16', 'written_premium': nan, 'product': 'Short Term Rental', 'state': 'GA', 'broker': 'Broker A'}"
policies,null_key_or_premium,,"{'policy_id': None, 'effective_date': '2024-02-22', 'written_premium': 2615.56, 'product': 'Landlord', 'state': 'TX', 'broker': 'Broker A'}"
policies,null_key_or_premium,P5380,"{'policy_id': 'P5380', 'effective_date': '2024-02-24', 'written_premium': nan, 'product': 'Multi-Family', 'state': 'NC', 'broker': 'Broker B'}"
policies,null_key_or_premium,P5387,"{'policy_id': 'P5387', 'effective_date': '2024-01-04', 'written_premium': nan, 'product': 'Short Term Rental', 'state': 'IL', 'broker': 'Broker B'}"
policies,null_key_or_premium,P5388,"{'policy_id': 'P5388', 'effective_date': '2024-05-25', 'written_premium': nan, 'product': 'Multi-Family', 'state': 'FL', 'broker': 'Broker A'}"
policies,null_key_or_premium,,"{'policy_id': None, 'effective_date': '2024-02-11', 'written_premium': 3234.19, 'product': 'Multi-Family', 'state': 'TX', 'broker': 'Broker A'}"
policies,null_key_or_premium,,"{'policy_id': None, 'effective_date': '2024-05-06', 'written_premium': 4058.32, 'product': 'Short Term Rental', 'state': 'TX', 'broker': 'Broker A'}"
policies,null_key_or_premium,,"{'policy_id': None, 'effective_date': '2024-06-18', 'written_premium': 4650.17, 'product': 'Multi-Family', 'state': 'TX', 'broker': 'Broker C'}"
policies,null_key_or_premium,,"{'policy_id': None, 'effective_date': '2024-02-08', 'written_premium': 4426.05, 'product': 'Multi-Family', 'state': 'FL', 'broker': 'Broker B'}"
policies,null_key_or_premium,,"{'policy_id': None, 'effective_date': '2024-04-11', 'written_premium': 2872.46, 'product': 'Short Term Rental', 'state': 'NC', 'broker': 'Broker C'}"
policies,null_key_or_premium,,"{'policy_id': None, 'effective_date': '2024-03-12', 'written_premium': 1188.46, 'product': 'Short Term Rental', 'state': 'GA', 'broker': 'Broker A'}"
policies,null_key_or_premium,P5472,"{'policy_id': 'P5472', 'effective_date': '2024-02-01', 'written_premium': nan, 'product': 'Multi-Family', 'state': 'FL', 'broker': 'Broker A'}"
policies,null_key_or_premium,P5474,"{'policy_id': 'P5474', 'effective_date': '2024-05-07', 'written_premium': nan, 'product': 'Landlord', 'state': 'GA', 'broker': 'Broker B'}"
policies,null_key_or_premium,P5475,"{'policy_id': 'P5475', 'effective_date': '2024-05-18', 'written_premium': nan, 'product': 'Multi-Family', 'state': 'GA', 'broker': 'Broker B'}"
policies,null_key_or_premium,P5491,"{'policy_id': 'P5491', 'effective_date': '2024-02-02', 'written_premium': nan, 'product': 'Multi-Family', 'state': 'NC', 'broker': 'Broker C'}"
policies,null_key_or_premium,,"{'policy_id': None, 'effective_date': '2024-02-19', 'written_premium': 4847.2, 'product': 'Landlord', 'state': 'FL', 'broker': 'Broker A'}"
policies,null_key_or_premium,,"{'policy_id': None, 'effective_date': '2024-03-06', 'written_premium': 4313.49, 'product': 'Multi-Family', 'state': 'NC', 'broker': 'Broker B'}"
policies,null_key_or_premium,P5557,"{'policy_id': 'P5557', 'effective_date': '2024-05-04', 'written_premium': nan, 'product': 'Short Term Rental', 'state': 'TX', 'broker': 'Broker A'}"
policies,null_key_or_premium,P5577,"{'policy_id': 'P5577', 'effective_date': '2024-01-11', 'written_premium': nan, 'product': 'Landlord', 'state': 'GA', 'broker': 'Broker C'}"
policies,null_key_or_premium,P5585,"{'policy_id': 'P5585', 'effective_date': '2024-06-06', 'written_premium': nan, 'product': 'Short Term Rental', 'state': 'IL', 'broker': 'Broker B'}"
policies,null_key_or_premium,,"{'policy_id': None, 'effective_date': '2024-03-12', 'written_premium': 1742.78, 'product': 'Short Term Rental', 'state': 'IL', 'broker': 'Broker C'}"
policies,null_key_or_premium,P5634,"{'policy_id': 'P5634', 'effective_date': '2024-02-13', 'written_premium': nan, 'product': 'Short Term Rental', 'state': 'IL', 'broker': 'Broker C'}"
policies,null_key_or_premium,,"{'policy_id': None, 'effective_date': '2024-02-06', 'written_premium': 2080.98, 'product': 'Landlord', 'state': 'IL', 'broker': 'Broker C'}"
policies,null_key_or_premium,,"{'policy_id': None, 'effective_date': '2024-05-03', 'written_premium': 3051.12, 'product': 'Short Term Rental', 'state': 'GA', 'broker': 'Broker C'}"
policies,null_key_or_premium,,"{'policy_id': None, 'effective_date': '2024-06-18', 'written_premium': 2535.07, 'product': 'Multi-Family', 'state': 'IL', 'broker': 'Broker A'}"
policies,null_key_or_premium,P5684,"{'policy_id': 'P5684', 'effective_date': '2024-06-28', 'written_premium': nan, 'product': 'Multi-Family', 'state': 'FL', 'broker': 'Broker C'}"
policies,null_key_or_premium,,"{'policy_id': None, 'effective_date': '2024-04-08', 'written_premium': 3020.99, 'product': 'Multi-Family', 'state': 'TX', 'broker': 'Broker A'}"
policies,null_key_or_premium,P5744,"{'policy_id': 'P5744', 'effective_date': '2024-04-25', 'written_premium': nan, 'product': 'Landlord', 'state': 'NC', 'broker': 'Broker A'}"
policies,null_key_or_premium,,"{'policy_id': None, 'effective_date': '2024-05-27', 'written_premium': 4902.86, 'product': 'Landlord', 'state': 'GA', 'broker': 'Broker C'}"
policies,null_key_or_premium,P5767,"{'policy_id': 'P5767', 'effective_date': '2024-01-21', 'written_premium': nan, 'product': 'Short Term Rental', 'state': 'IL', 'broker': 'Broker A'}"
policies,null_key_or_premium,P5768,"{'policy_id': 'P5768', 'effective_date': '2024-06-11', 'written_premium': nan, 'product': 'Multi-Family', 'state': 'GA', 'broker': 'Broker A'}"
policies,null_key_or_premium,P5770,"{'policy_id': 'P5770', 'effective_date': '2024-03-14', 'written_premium': nan, 'product': 'Landlord', 'state': 'GA', 'broker': 'Broker A'}"
policies,null_key_or_premium,P5777,"{'policy_id': 'P5777', 'effective_date': '2024-02-05', 'written_premium': nan, 'product': 'Landlord', 'state': 'IL', 'broker': 'Broker A'}"
policies,null_key_or_premium,P5779,"{'policy_id': 'P5779', 'effective_date': '2024-03-18', 'written_premium': nan, 'product': 'Landlord', 'state': 'NC', 'broker': 'Broker C'}"
policies,null_key_or_premium,P5781,"{'policy_id': 'P5781', 'effective_date': '2024-01-07', 'written_premium': nan, 'product': 'Short Term Rental', 'state': 'FL', 'broker': 'Broker A'}"
policies,null_key_or_premium,,"{'policy_id': None, 'effective_date': '2024-05-03', 'written_premium': 1839.09, 'product': 'Short Term Rental', 'state': 'GA', 'broker': 'Broker A'}"
policies,null_key_or_premium,P5798,"{'policy_id': 'P5798', 'effective_date': '2024-05-05', 'written_premium': nan, 'product': 'Landlord', 'state': 'IL', 'broker': 'Broker A'}"
policies,null_key_or_premium,P5799,"{'policy_id': 'P5799', 'effective_date': '2024-02-15', 'written_premium': nan, 'product': 'Multi-Family', 'state': 'IL', 'broker': 'Broker B'}"
policies,null_key_or_premium,,"{'policy_id': None, 'effective_date': '2024-04-28', 'written_premium': 1358.49, 'product': 'Short Term Rental', 'state': 'NC', 'broker': 'Broker B'}"
policies,null_key_or_premium,,"{'policy_id': None, 'effective_date': '2024-06-23', 'written_premium': 4028.53, 'product': 'Short Term Rental', 'state': 'TX', 'broker': 'Broker C'}"
policies,null_key_or_premium,,"{'policy_id': None, 'effective_date': '2024-04-21', 'written_premium': 2209.52, 'product': 'Short Term Rental', 'state': 'FL', 'broker': 'Broker A'}"
policies,null_key_or_premium,P5851,"{'policy_id': 'P5851', 'effective_date': '2024-03-03', 'written_premium': nan, 'product': 'Multi-Family', 'state': 'GA', 'broker': 'Broker A'}"
policies,null_key_or_premium,P5854,"{'policy_id': 'P5854', 'effective_date': '2024-06-07', 'written_premium': nan, 'product': 'Landlord', 'state': 'NC', 'broker': 'Broker A'}"
policies,null_key_or_premium,,"{'policy_id': None, 'effective_date': '2024-01-07', 'written_premium': 3025.4, 'product': 'Short Term Rental', 'state': 'GA', 'broker': 'Broker A'}"
policies,null_key_or_premium,,"{'policy_id': None, 'effective_date': '2024-04-08', 'written_premium': 2743.86, 'product': 'Multi-Family', 'state': 'IL', 'broker': 'Broker B'}"
policies,null_key_or_premium,P5900,"{'policy_id': 'P5900', 'effective_date': '2024-01-05', 'written_premium': nan, 'product': 'Short Term Rental', 'state': 'IL', 'broker': 'Broker A'}"
policies,null_key_or_premium,,"{'policy_id': None, 'effective_date': '2024-05-20', 'written_premium': 3582.03, 'product': 'Short Term Rental', 'state': 'IL', 'broker': 'Broker B'}"
policies,null_key_or_premium,,"{'policy_id': None, 'effective_date': '2024-01-20', 'written_premium': 2403.53, 'product': 'Short Term Rental', 'state': 'NC', 'broker': 'Broker B'}"
policies,null_key_or_premium,,"{'policy_id': None, 'effective_date': '2024-05-29', 'written_premium': 3263.86, 'product': 'Landlord', 'state': 'GA', 'broker': 'Broker A'}"
policies,null_key_or_premium,P5966,"{'policy_id': 'P5966', 'effective_date': '2024-03-08', 'written_premium': nan, 'product': 'Multi-Family', 'state': 'NC', 'broker': 'Broker C'}"
policies,null_key_or_premium,P5973,"{'policy_id': 'P5973', 'effective_date': '2024-05-09', 'written_premium': nan, 'product': 'Short Term Rental', 'state': 'FL', 'broker': 'Broker C'}"
policies,null_key_or_premium,,"{'policy_id': None, 'effective_date': '2024-02-19', 'written_premium': 2255.68, 'product': 'Multi-Family', 'state': 'NC', 'broker': 'Broker C'}"
policies,null_key_or_premium,P6032,"{'policy_id': 'P6032', 'effective_date': '2024-06-03', 'written_premium': nan, 'product': 'Multi-Family', 'state': 'GA', 'broker': 'Broker A'}"
policies,null_key_or_premium,P6043,"{'policy_id': 'P6043', 'effective_date': '2024-04-18', 'written_premium': nan, 'product': 'Multi-Family', 'state': 'TX', 'broker': 'Broker A'}"
policies,null_key_or_premium,,"{'policy_id': None, 'effective_date': '2024-02-21', 'written_premium': 1981.24, 'product': 'Short Term Rental', 'state': 'TX', 'broker': 'Broker B'}"
policies,null_key_or_premium,,"{'policy_id': None, 'effective_date': '2024-01-07', 'written_premium': 3982.89, 'product': 'Multi-Family', 'state': 'GA', 'broker': 'Broker A'}"
policies,null_key_or_premium,,"{'policy_id': None, 'effective_date': '2024-02-11', 'written_premium': 4635.09, 'product': 'Landlord', 'state': 'TX', 'broker': 'Broker A'}"
policies,null_key_or_premium,P6124,"{'policy_id': 'P6124', 'effective_date': '2024-02-22', 'written_premium': nan, 'product': 'Landlord', 'state': 'GA', 'broker': 'Broker B'}"
policies,null_key_or_premium,P6132,"{'policy_id': 'P6132', 'effective_date': '2024-04-16', 'written_premium': nan, 'product': 'Multi-Family', 'state': 'IL', 'broker': 'Broker C'}"
policies,null_key_or_premium,,"{'policy_id': None, 'effective_date': '2024-04-06', 'written_premium': 2342.81, 'product': 'Short Term Rental', 'state': 'GA', 'broker': 'Broker C'}"
policies,null_key_or_premium,,"{'policy_id': None, 'effective_date': '2024-02-10', 'written_premium': 1322.48, 'product': 'Multi-Family', 'state': 'NC', 'broker': 'Broker B'}"
policies,null_key_or_premium,P6163,"{'policy_id': 'P6163', 'effective_date': '2024-05-28', 'written_premium': nan, 'product': 'Short Term Rental', 'state': 'GA', 'broker': 'Broker A'}"
policies,null_key_or_premium,,"{'policy_id': None, 'effective_date': '2024-04-14', 'written_premium': 1695.55, 'product': 'Multi-Family', 'state': 'TX', 'broker': 'Broker B'}"
policies,null_key_or_premium,P6186,"{'policy_id': 'P6186', 'effective_date': '2024-01-28', 'written_premium': nan, 'product': 'Multi-Family', 'state': 'TX', 'broker': 'Broker C'}"
policies,null_key_or_premium,,"{'policy_id': None, 'effective_date': '2024-03-19', 'written_premium': 2513.37, 'product': 'Landlord', 'state': 'GA', 'broker': 'Broker A'}"
policies,null_key_or_premium,,"{'policy_id': None, 'effective_date': '2024-01-11', 'written_premium': 3768.4, 'product': 'Landlord', 'state': 'FL', 'broker': 'Broker C'}"
policies,null_key_or_premium,P6253,"{'policy_id': 'P6253', 'effective_date': '2024-04-05', 'written_premium': nan, 'product': 'Short Term Rental', 'state': 'GA', 'broker': 'Broker C'}"
policies,null_key_or_premium,P6254,"{'policy_id': 'P6254', 'effective_date': '2024-05-28', 'written_premium': nan, 'product': 'Multi-Family', 'state': 'NC', 'broker': 'Broker C'}"
policies,null_key_or_premium,P6276,"{'policy_id': 'P6276', 'effective_date': '2024-02-10', 'written_premium': nan, 'product': 'Multi-Family', 'state': 'FL', 'broker': 'Broker A'}"
policies,null_key_or_premium,,"{'policy_id': None, 'effective_date': '2024-05-27', 'written_premium': 2021.17, 'product': 'Short Term Rental', 'state': 'NC', 'broker': 'Broker A'}"
policies,null_key_or_premium,P6292,"{'policy_id': 'P6292', 'effective_date': '2024-03-16', 'written_premium': nan, 'product': 'Multi-Family', 'state': 'GA', 'broker': 'Broker C'}"
policies,null_key_or_premium,,"{'policy_id': None, 'effective_date': '2024-05-14', 'written_premium': 790.63, 'product': 'Landlord', 'state': 'TX', 'broker': 'Broker A'}"
policies,null_key_or_premium,P6323,"{'policy_id': 'P6323', 'effective_date': '2024-02-25', 'written_premium': nan, 'product': 'Short Term Rental', 'state': 'FL', 'broker': 'Broker C'}"
policies,null_key_or_premium,,"{'policy_id': None, 'effective_date': '2024-02-10', 'written_premium': 3155.5, 'product': 'Short Term Rental', 'state': 'GA', 'broker': 'Broker C'}"
policies,null_key_or_premium,P6329,"{'policy_id': 'P6329', 'effective_date': '2024-03-23', 'written_premium': nan, 'product': 'Short Term Rental', 'state': 'FL', 'broker': 'Broker B'}"
policies,null_key_or_premium,P6342,"{'policy_id': 'P6342', 'effective_date': '2024-03-17', 'written_premium': nan, 'product': 'Short Term Rental', 'state': 'TX', 'broker': 'Broker A'}"
policies,null_key_or_premium,,"{'policy_id': None, 'effective_date': '2024-01-10', 'written_premium': 4704.8, 'product': 'Landlord', 'state': 'IL', 'broker': 'Broker A'}"
policies,null_key_or_premium,P6360,"{'policy_id': 'P6360', 'effective_date': '2024-01-28', 'written_premium': nan, 'product': 'Landlord', 'state': 'TX', 'broker': 'Broker A'}"
policies,null_key_or_premium,P6398,"{'policy_id': 'P6398', 'effective_date': '2024-05-07', 'written_premium': nan, 'product': 'Short Term Rental', 'state': 'TX', 'broker': 'Broker C'}"
policies,null_key_or_premium,,"{'policy_id': None, 'effective_date': '2024-03-07', 'written_premium': 1679.23, 'product': 'Landlord', 'state': 'TX', 'broker': 'Broker B'}"
policies,null_key_or_premium,,"{'policy_id': None, 'effective_date': '2024-03-22', 'written_premium': 3216.54, 'product': 'Landlord', 'state': 'FL', 'broker': 'Broker A'}"
policies,null_key_or_premium,,"{'policy_id': None, 'effective_date': '2024-06-06', 'written_premium': 4285.58, 'product': 'Landlord', 'state': 'GA', 'broker': 'Broker A'}"
policies,null_key_or_premium,P6459,"{'policy_id': 'P6459', 'effective_date': '2024-02-06', 'written_premium': nan, 'product': 'Short Term Rental', 'state': 'GA', 'broker': 'Broker C'}"
policies,null_key_or_premium,P6488,"{'policy_id': 'P6488', 'effective_date': '2024-01-10', 'written_premium': nan, 'product': 'Multi-Family', 'state': 'GA', 'broker': 'Broker C'}"
policies,null_key_or_premium,P6489,"{'policy_id': 'P6489', 'effective_date': '2024-05-08', 'written_premium': nan, 'product': 'Multi-Family', 'state': 'FL', 'broker': 'Broker B'}"
policies,null_key_or_premium,,"{'policy_id': None, 'effective_date': '2024-02-23', 'written_premium': 4617.35, 'product': 'Landlord', 'state': 'TX', 'broker': 'Broker C'}"
policies,null_key_or_premium,,"{'policy_id': None, 'effective_date': '2024-01-15', 'written_premium': 1046.88, 'product': 'Landlord', 'state': 'GA', 'broker': 'Broker C'}"
policies,null_key_or_premium,,"{'policy_id': None, 'effective_date': '2024-06-29', 'written_premium': 4006.17, 'product': 'Short Term Rental', 'state': 'IL', 'broker': 'Broker C'}"
policies,null_key_or_premium,P6594,"{'policy_id': 'P6594', 'effective_date': '2024-01-02', 'written_premium': nan, 'product': 'Short Term Rental', 'state': 'TX', 'broker': 'Broker B'}"
policies,null_key_or_premium,,"{'policy_id': None, 'effective_date': '2024-03-22', 'written_premium': 3454.65, 'product': 'Short Term Rental', 'state': 'TX', 'broker': 'Broker C'}"
policies,null_key_or_premium,P6661,"{'policy_id': 'P6661', 'effective_date': '2024-01-05', 'written_premium': nan, 'product': 'Short Term Rental', 'state': 'TX', 'broker': 'Broker B'}"
policies,null_key_or_premium,P6677,"{'policy_id': 'P6677', 'effective_date': '2024-06-11', 'written_premium': nan, 'product': 'Multi-Family', 'state': 'GA', 'broker': 'Broker C'}"
policies,null_key_or_premium,,"{'policy_id': None, 'effective_date': '2024-05-30', 'written_premium': 4846.05, 'product': 'Multi-Family', 'state': 'FL', 'broker': 'Broker B'}"
policies,null_key_or_premium,P6737,"{'policy_id': 'P6737', 'effective_date': '2024-04-16', 'written_premium': nan, 'product': 'Multi-Family', 'state': 'IL', 'broker': 'Broker B'}"
policies,null_key_or_premium,,"{'policy_id': None, 'effective_date': '2024-04-28', 'written_premium': 2779.41, 'product': 'Multi-Family', 'state': 'GA', 'broker': 'Broker C'}"
policies,null_key_or_premium,,"{'policy_id': None, 'effective_date': '2024-01-29', 'written_premium': 1820.43, 'product': 'Landlord', 'state': 'IL', 'broker': 'Broker B'}"
policies,null_key_or_premium,,"{'policy_id': None, 'effective_date': '2024-03-29', 'written_premium': 1649.36, 'product': 'Multi-Family', 'state': 'NC', 'broker': 'Broker C'}"
policies,null_key_or_premium,,"{'policy_id': None, 'effective_date': '2024-04-14', 'written_premium': 3675.09, 'product': 'Short Term Rental', 'state': 'FL', 'broker': 'Broker A'}"
policies,null_key_or_premium,P6784,"{'policy_id': 'P6784', 'effective_date': '2024-02-22', 'written_premium': nan, 'product': 'Short Term Rental', 'state': 'GA', 'broker': 'Broker C'}"
policies,null_key_or_premium,P6791,"{'policy_id': 'P6791', 'effective_date': '2024-05-22', 'written_premium': nan, 'product': 'Multi-Family', 'state': 'GA', 'broker': 'Broker A'}"
policies,null_key_or_premium,,"{'policy_id': None, 'effective_date': '2024-06-25', 'written_premium': 4450.57, 'product': 'Landlord', 'state': 'IL', 'broker': 'Broker A'}"
policies,null_key_or_premium,P6808,"{'policy_id': 'P6808', 'effective_date': '2024-02-08', 'written_premium': nan, 'product': 'Multi-Family', 'state': 'FL', 'broker': 'Broker C'}"
policies,null_key_or_premium,,"{'policy_id': None, 'effective_date': '2024-05-07', 'written_premium': 1672.64, 'product': 'Landlord', 'state': 'NC', 'broker': 'Broker C'}"
policies,null_key_or_premium,P6828,"{'policy_id': 'P6828', 'effective_date': '2024-04-06', 'written_premium': nan, 'product': 'Short Term Rental', 'state': 'TX', 'broker': 'Broker C'}"
policies,null_key_or_premium,P6851,"{'policy_id': 'P6851', 'effective_date': '2024-04-09', 'written_premium': nan, 'product': 'Multi-Family', 'state': 'TX', 'broker': 'Broker C'}"
