claim_id,policy_id,state,loss_date,incurred_loss,paid_loss,reserve
C81476,P24534,FL,2024-05-19,6655.74,2427.92,4227.82
C82042,P33894,TX,2024-04-16,622.78,545.47,77.30999999999995
C36630,P22742,TX,2024-03-13,4020.4,1430.56,2589.84
C75469,P47654,NC,2024-01-05,5707.13,2183.86,3523.27
C89611,P47654,NC,2024-07-11,3861.01,3166.64,694.3700000000003
C91073,P16408,IL,2024-05-05,5500.64,4167.03,1333.6100000000006
C58953,P16408,IL,2024-05-07,2608.44,707.8,1900.64
C36563,P16408,IL,2024-05-13,7100.92,3046.74,4054.1800000000003
C90952,P14861,FL,2024-03-08,5709.25,5629.2,80.05000000000018
C44816,P14861,FL,2024-06-27,3713.08,2622.09,1090.9899999999998
C25006,P8882,NC,2024-07-18,3551.84,1387.73,2164.11
C20832,P8882,NC,2024-03-29,9577.54,4237.79,5339.750000000001
C87372,P45230,IL,2024-05-08,4921.96,3179.01,1742.9499999999998
C20656,P18175,FL,2024-02-09,6602.53,2268.73,4333.799999999999
C18675,P18175,FL,2024-03-27,9451.59,578.37,8873.22
C82001,P33641,TX,2024-04-12,6223.48,3205.54,3017.9399999999996
C36841,P33641,TX,2024-04-06,3952.75,3526.19,426.55999999999995
C33305,P33641,TX,2024-05-16,5208.42,2635.96,2572.46
C71434,P29571,TX,2024-05-21,7649.95,1584.62,6065.33
C55471,P29571,TX,2024-05-24,4366.66,991.32,3375.3399999999997
C82300,P29571,TX,2024-03-15,1773.63,872.96,900.6700000000001
C81085,P44519,NC,2024-06-19,6795.77,56.09,6739.68
C46091,P44519,NC,2024-04-03,2420.02,286.83,2133.19
C60096,P44519,NC,2024-01-18,7959.26,1049.97,6909.29
C72469,P35380,IL,2024-03-02,2357.2,1299.91,1057.2899999999997
C65228,P35380,IL,2024-01-16,3556.38,514.64,3041.7400000000002
C31387,P35380,IL,2024-04-19,4820.27,2290.89,2529.3800000000006
C37101,P11074,NC,2024-04-24,8365.72,5760.12,2605.5999999999995
C43557,P11074,NC,2024-07-06,727.13,196.42,530.71
C33078,P43562,TX,2024-02-14,7281.06,6604.24,676.8200000000006
C38770,P7978,FL,2024-06-13,3795.69,999.67,2796.02
C48153,P22369,GA,2024-02-08,7776.07,3635.61,4140.459999999999
C47634,P22369,GA,2024-01-18,8002.42,162.13,7840.29
C71484,P33088,GA,2024-01-23,368.47,137.98,230.49000000000004
C20389,P41547,NC,2024-07-19,3481.75,2640.24,841.5100000000002
C37354,P1958,TX,2024-06-15,8782.4,48.87,8733.529999999999
C17849,P1958,TX,2024-06-25,7860.09,1374.68,6485.41
C67476,P1958,TX,2024-03-04,8430.02,7810.16,619.8600000000006
C15026,P48260,IL,2024-07-04,8377.35,223.76,8153.59
C22261,P32651,IL,2024-05-14,8218.9,2645.61,5573.289999999999
C72772,P32651,IL,2024-06-11,9612.36,7410.71,2201.6500000000005
C29362,P32651,IL,2024-05-15,5591.81,310.1,5281.71
C49413,P37284,NC,2024-04-18,301.16,187.3,113.86000000000001
C20803,P37284,NC,2024-06-11,202.82,188.95,13.870000000000005
C73951,P31888,GA,2024-04-01,7784.12,1103.84,6680.28
C53445,P8676,NC,2024-07-03,1772.03,1296.93,475.0999999999999
C76070,P10435,TX,2024-02-13,7240.77,1793.89,5446.88
C20756,P10435,TX,2024-05-02,7869.4,213.41,7655.99
C71620,P27921,IL,2024-05-25,8438.67,1517.76,6920.91
C80324,P27921,IL,2024-03-28,6.21,5.69,0.5199999999999996
C76677,P8738,NC,2024-06-13,1419.79,1045.0,374.78999999999996
C67865,P39589,NC,2024-01-29,2370.55,1006.0,1364.5500000000002
C41803,P39589,NC,2024-02-04,7673.23,7016.37,656.8599999999997
C37009,P39589,NC,2024-06-26,5646.54,446.74,5199.8
C54964,P30236,GA,2024-04-14,1007.95,1511.9250000000002,443.38
C63472,P30236,GA,2024-03-21,2137.42,1419.51,717.9100000000001
C16689,P31485,IL,2024-03-02,1210.91,421.61,789.3000000000001
C56785,P31485,IL,2024-03-16,9113.08,8833.48,279.60000000000036
C71261,P31485,IL,2024-07-14,6022.57,1675.82,4346.75
C82748,P24895,FL,2024-06-19,5120.22,2467.01,2653.21
C20412,P14534,IL,2024-04-24,8649.63,8319.28,330.34999999999854
C28753,P14534,IL,2024-01-12,4011.51,3319.24,692.2700000000004
C56491,P46324,IL,2024-04-12,8784.58,8317.4,467.1800000000003
C47287,P42150,TX,2024-07-14,9919.52,2580.93,7338.59
C34525,P42150,TX,2024-03-03,5896.52,5088.5,808.0200000000004
C31169,P7700,IL,2024-04-19,3344.81,1569.41,1775.3999999999999
C47815,P41658,NC,2024-05-14,4808.29,2234.21,2574.08
C12784,P41658,NC,2024-01-27,7164.85,2254.76,4910.09
C38506,P28924,IL,2024-05-06,6622.35,605.59,6016.76
C35012,P28924,IL,2024-05-05,2066.49,897.78,1168.7099999999998
C94148,P28924,IL,2024-07-15,5774.65,4606.93,1167.7199999999993
C51987,P19325,NC,2024-02-02,5103.87,949.55,4154.32
C43550,P19325,NC,2024-07-13,6602.99,3738.9,2864.0899999999997
C14172,P19325,NC,2024-07-02,4289.45,636.4,3653.0499999999997
C14513,P42712,FL,2024-03-09,6874.06,4736.61,2137.4500000000007
C67150,P42712,FL,2024-05-26,4037.87,1407.03,2630.84
C19271,P42712,FL,2024-03-05,1904.62,1320.75,583.8699999999999
C55887,P49840,TX,2024-06-26,2644.53,1458.43,1186.1000000000001
C83775,P49840,TX,2024-06-22,8985.34,6092.48,2892.8600000000006
C86640,P4413,IL,2024-07-13,284.61,158.98,125.63000000000002
,P4413,IL,2024-07-10,2762.57,2249.67,512.9000000000001
C29770,P4413,IL,2024-04-08,6472.72,6036.38,436.34000000000015
C44044,P28500,TX,2024-02-14,8131.49,2982.32,5149.17
C86743,P28500,TX,2024-03-06,7945.68,4953.2,2992.4800000000005
C82358,P28500,TX,2024-01-26,1644.7,1640.75,3.9500000000000455
,P20534,TX,2024-07-03,5397.41,3595.54,1801.87
C80718,P20534,TX,2024-03-17,4208.32,2328.96,1879.3599999999997
C32398,P12758,NC,2024-04-25,6816.38,5204.97,1611.4099999999999
C51973,P12758,NC,2024-04-22,6237.37,33.88,6203.49
C66839,P12758,NC,2024-02-17,7610.91,3076.44,4534.469999999999
C48679,P34534,FL,2024-03-09,4811.12,2133.9,2677.22
C35276,P34534,FL,2024-07-09,5137.6,4504.58,633.0200000000004
C55177,P34534,FL,2024-06-30,760.14,593.4,166.74
C73092,P5034,NC,2024-04-21,4407.51,3775.74,631.7700000000004
C72706,P5034,NC,2024-05-21,2122.9,2017.37,-1.0
C98548,P5034,NC,2024-06-20,6774.52,1786.91,4987.610000000001
C57878,P7066,IL,2024-06-16,1146.25,511.13,635.12
C16289,P28774,FL,2024-07-08,9104.75,2645.45,6459.3
C14428,P28774,FL,2024-06-22,8243.06,6687.21,1555.8499999999995
C82253,P28774,FL,2024-02-16,6511.08,4334.13,2176.95
C28153,P31441,TX,2024-03-24,1106.19,123.28,982.9100000000001
,P31441,TX,2024-05-21,6440.86,5643.67,797.1899999999996
C73979,P46752,IL,2024-04-17,1458.44,660.43,798.0100000000001
C58234,P46752,IL,2024-01-04,1607.48,281.57,1325.91
C90423,P8083,IL,2024-04-03,3078.83,1878.43,1200.3999999999999
C82716,P42485,FL,2024-02-06,8302.34,5772.01,2530.33
C16567,P42485,FL,2024-06-13,4861.3,3318.05,1543.25
C93509,P42485,FL,2024-02-09,1279.92,219.83,1060.0900000000001
C97357,P11668,NC,2024-04-01,4852.38,7278.57,2357.42
C24820,P11668,NC,2024-02-06,6979.56,4532.07,2447.4900000000007
C10649,P11668,NC,2024-01-09,4746.36,3613.92,1132.4399999999996
C88294,P5511,IL,2024-05-19,6820.68,3790.87,3029.8100000000004
C72824,P8146,GA,2024-06-15,4252.33,1208.38,3043.95
C11140,P8146,GA,2024-07-14,871.04,595.11,275.92999999999995
C22199,P31086,GA,2024-05-30,5446.67,3374.72,2071.9500000000003
C42629,P31086,GA,2024-07-05,7293.77,10940.655,4612.380000000001
C98898,P15118,NC,2024-04-13,3331.26,1492.11,1839.1500000000003
C48100,P15118,NC,2024-07-02,9480.07,909.74,8570.33
C37348,P15118,NC,2024-03-16,5534.97,10.58,5524.39
C73650,P18958,FL,2024-07-19,4254.83,4218.93,35.899999999999636
C37553,P17084,NC,2024-04-27,1352.65,54.51,1298.14
C25023,P17084,NC,2024-07-02,6950.7,1745.4,5205.299999999999
C62951,P25743,TX,2024-02-22,2753.58,19.79,2733.79
C51248,P34757,FL,2024-04-15,6356.93,2997.1,3359.8300000000004
C27783,P21594,FL,2024-06-16,2740.5,57.15,2683.35
C92740,P21594,FL,2024-03-18,4644.45,881.66,3762.79
C91982,P30550,FL,2024-05-01,6475.99,1531.17,4944.82
C24109,P30550,FL,2024-06-15,4087.45,1913.74,2173.71
C23561,P9513,FL,2024-05-29,1467.64,977.02,490.6200000000001
C59984,P9513,FL,2024-03-14,3652.8,1495.96,2156.84
C29642,P9513,FL,2024-05-14,4106.51,2595.85,1510.6600000000003
C59780,P13051,GA,2024-05-30,3603.44,2112.34,1491.1
C56174,P13051,GA,2024-04-15,3047.3,1589.26,1458.0400000000002
C24102,P5417,TX,2024-05-18,5396.42,2801.54,2594.88
C12025,P5417,TX,2024-05-13,1902.86,860.45,1042.4099999999999
C83750,P5417,TX,2024-01-19,5250.18,390.08,4860.1
C65429,P46400,NC,2024-04-08,6683.38,1181.83,5501.55
C57454,P3551,GA,2024-01-13,1218.74,761.37,457.37
C26162,P24857,FL,2024-02-13,2821.83,2428.98,392.8499999999999
C18154,P24857,FL,2024-02-11,7108.43,3877.66,3230.7700000000004
C58190,P20579,IL,2024-05-18,4021.85,1641.37,2380.48
C83077,P20579,IL,2024-05-15,8122.37,2257.74,5864.63
C84776,P26540,FL,2024-04-02,6633.13,202.6,6430.53
C99424,P26540,FL,2024-07-15,8986.72,42.42,8944.3
C53059,P26540,FL,2024-03-15,521.75,274.03,247.72000000000003
C46323,P26589,TX,2024-02-10,9815.08,7969.94,1845.1400000000003
C59056,P26589,TX,2024-04-10,5627.99,4139.02,1488.9699999999993
C90923,P26589,TX,2024-04-08,8275.56,202.66,8072.9
C90000,P21772,NC,2024-05-27,3670.4,3386.84,283.55999999999995
C10037,P21772,NC,2024-03-28,428.5,270.32,158.18
C33059,P21772,NC,2024-06-14,9771.59,7244.0,2527.59
C86316,P8517,FL,2024-01-30,2962.56,480.62,2481.94
C56940,P31362,IL,2024-03-21,1606.01,927.17,678.84
C15856,P31362,IL,2024-03-15,3612.94,2522.42,1090.52
C91493,P31362,IL,2024-02-24,6025.27,2670.14,3355.1300000000006
C33413,P3686,NC,2024-01-11,6176.34,3138.65,3037.69
C44805,P28828,FL,2024-01-02,2445.13,3667.695,1108.5400000000002
C32370,P38425,IL,2024-03-17,3531.84,2257.08,1274.7600000000002
C28854,P44496,FL,2024-05-19,9154.76,5117.2,4037.5600000000004
C20342,P44496,FL,2024-05-04,491.24,359.44,131.8
C37941,P50903,IL,2024-06-02,2634.06,2081.02,553.04
C58882,P44228,IL,2024-01-18,4505.52,192.98,4312.540000000001
C37952,P26387,NC,2024-03-23,2305.19,997.94,1307.25
C62301,P25361,FL,2024-01-22,5376.95,1392.33,3984.62
C48675,P25361,FL,2024-06-11,401.48,21.71,379.77000000000004
C92608,P25361,FL,2024-02-15,3523.97,2228.09,1295.8799999999997
C18948,P10024,FL,2024-07-16,5998.87,4801.01,1197.8599999999997
C88683,P10024,FL,2024-05-17,6531.68,3851.91,2679.7700000000004
C36857,P10024,FL,2024-01-06,5543.02,2174.59,3368.4300000000003
C44694,P43080,FL,2024-02-09,5115.24,1123.9,3991.3399999999997
C56645,P18790,IL,2024-05-30,160.24,154.68,5.560000000000002
C68331,P18790,IL,2024-03-11,5873.25,5445.13,428.1199999999999
C82132,P49787,FL,2024-02-23,5419.06,1198.48,4220.58
C37904,P38271,IL,2024-05-16,327.42,248.26,79.16000000000003
C49959,P38271,IL,2024-04-08,4848.92,4207.14,641.7799999999997
C29670,P14822,TX,2024-02-11,7824.59,2877.11,4947.48
C70127,P14822,TX,2024-02-22,2725.38,1589.18,1136.2
C75577,P14822,TX,2024-01-18,6409.46,2154.98,4254.48
C41777,P40496,TX,2024-04-17,6053.87,510.7,5543.17
C31105,P40496,TX,2024-06-14,9614.12,1284.25,8329.87
C30599,P40496,TX,2024-02-20,9560.33,8899.48,660.8500000000004
C86163,P49050,IL,2024-02-17,9854.72,661.14,9193.58
C98917,P49050,IL,2024-03-28,8951.54,5910.37,3041.170000000001
C68917,P10344,IL,2024-02-12,2405.35,1545.28,860.0699999999999
C99973,P10344,IL,2024-03-25,5708.06,107.76,-1.0
C22110,P45987,FL,2024-04-29,6819.18,1673.62,5145.56
C75621,P45987,FL,2024-03-19,3389.37,3202.7,186.67000000000007
C63569,P9546,GA,2024-03-29,8636.59,1540.55,7096.04
C75231,P9546,GA,2024-06-24,7699.3,901.79,6797.51
C29530,P9546,GA,2024-06-16,9967.3,8494.22,1473.08
C86570,P10674,FL,2024-04-08,6925.87,3019.12,3906.75
C50809,P10674,FL,2024-02-09,8784.71,7925.84,-1.0
C64124,P30436,IL,2024-04-09,7746.73,4405.53,3341.2
C36027,P30436,IL,2024-03-15,6784.22,2830.87,3953.3500000000004
C74640,P30436,IL,2024-07-02,7562.87,4462.86,3100.01
C63763,P32065,FL,2024-01-18,696.83,573.29,123.54000000000008
C72824,P32065,FL,2024-05-14,5855.79,4789.86,1065.9300000000003
C88732,P32065,FL,2024-05-25,4463.06,342.25,4120.81
C33064,P26788,NC,2024-01-19,2123.76,1562.5,561.2600000000002
C80845,P26788,NC,2024-05-22,3405.62,1840.0,1565.62
C75533,P26788,NC,2024-05-09,1459.04,1130.17,328.8699999999999
C65125,P23699,FL,2024-02-27,6910.31,4313.28,2597.0300000000007
C71330,P23699,FL,2024-06-18,4114.95,2455.85,1659.1
C39438,P23699,FL,2024-01-16,178.36,160.6,17.76000000000002
C96232,P8890,IL,2024-04-03,1450.22,157.08,1293.14
C71089,P8890,IL,2024-02-29,345.57,78.61,266.96
C98153,P29260,NC,2024-03-14,1753.98,1162.39,591.5899999999999
C49519,P29260,NC,2024-06-19,8882.71,3309.94,5572.769999999999
C41669,P29260,NC,2024-01-27,2259.71,3389.565,984.0900000000001
C46940,P30316,GA,2024-02-03,8497.04,760.93,7736.110000000001
C88586,P30316,GA,2024-02-10,5032.82,1241.28,3791.54
C12653,P30316,GA,2024-07-15,8049.44,1051.27,6998.17
C74740,P42921,GA,2024-02-21,6428.19,3055.68,3372.5099999999998
C72885,P4813,FL,2024-04-23,7012.38,6459.89,552.4899999999998
C16589,P19363,NC,2024-04-11,3114.9,2928.77,186.1300000000001
C57310,P19286,IL,2024-04-04,7711.22,6473.42,1237.8000000000002
C38991,P19286,IL,2024-07-07,1542.1,1436.71,105.38999999999987
C12101,P19286,IL,2024-03-26,8985.41,3425.12,5560.29
C34242,P19396,NC,2024-07-14,5467.02,2542.34,2924.6800000000003
C97853,P19396,NC,2024-07-14,489.94,457.88,32.06
C29658,P19396,NC,2024-06-29,1756.91,1736.48,20.430000000000064
C46735,P12440,NC,2024-01-18,2766.16,492.93,2273.23
C45912,P12440,NC,2024-01-10,4155.11,3403.07,752.0399999999995
C26091,P12440,NC,2024-05-11,30.54,21.45,9.09
C69023,P40852,FL,2024-01-07,2960.42,678.63,2281.79
C59032,P11034,IL,2024-05-24,2986.5,2954.82,31.679999999999836
C52021,P11034,IL,2024-03-06,3960.87,2553.01,1407.8599999999997
C73217,P37532,FL,2024-04-08,2778.12,1288.42,1489.6999999999998
C73796,P11993,GA,2024-02-29,7122.68,203.37,6919.31
C93556,P11993,GA,2024-07-18,2651.69,383.93,2267.76
C68078,P49419,FL,2024-06-09,490.8,177.3,313.5
C78212,P16848,NC,2024-01-14,9560.22,4747.66,4812.5599999999995
C76175,P16307,IL,2024-02-13,9592.32,6918.74,2673.58
C87971,P16307,IL,2024-05-19,1876.08,1587.37,288.71000000000004
C10963,P16307,IL,2024-02-07,848.62,373.41,475.21
,P31299,FL,2024-06-02,3945.9,1365.24,2580.66
C82424,P31299,FL,2024-02-06,8711.29,3046.6,5664.6900000000005
C89838,P31719,GA,2024-02-22,7690.52,3607.44,4083.0800000000004
C64092,P31719,GA,2024-04-20,6323.65,5710.92,612.7299999999996
C98595,P31719,GA,2024-07-08,3105.24,3050.55,54.6899999999996
C41602,P47042,TX,2024-05-23,611.07,439.86,171.21000000000004
C13113,P44051,FL,2024-05-27,9846.25,8854.56,991.6900000000005
C93719,P44051,FL,2024-04-03,1123.26,977.71,145.54999999999995
C62284,P7096,FL,2024-01-19,4112.08,244.86,3867.22
C47081,P8011,FL,2024-02-16,2292.72,1424.03,868.6899999999998
C44990,P8011,FL,2024-03-17,7620.41,2934.06,4686.35
C69754,P19346,NC,2024-04-07,3321.54,3036.49,285.0500000000002
C22811,P27983,NC,2024-01-25,7921.17,5945.44,1975.7300000000005
C61537,P27983,NC,2024-01-01,3997.36,1822.22,2175.1400000000003
C42388,P19317,IL,2024-07-02,7826.6,5664.97,2161.63
C50807,P19317,IL,2024-03-18,5069.09,459.16,4609.93
C24138,P19788,FL,2024-05-27,1967.79,316.34,1651.45
C16041,P19788,FL,2024-01-18,728.11,429.65,298.46000000000004
C79728,P20023,TX,2024-04-17,8221.0,3577.05,4643.95
C60339,P25995,NC,2024-01-12,8369.72,804.35,-1.0
C70080,P25995,NC,2024-03-16,101.46,20.54,-1.0
C41459,P25995,NC,2024-04-27,2934.82,532.0,2402.82
C35596,P37256,TX,2024-02-23,2235.69,2103.13,132.55999999999995
C86092,P13003,TX,2024-01-15,8093.72,6690.49,1403.2300000000005
C24440,P4336,FL,2024-05-26,7224.97,6790.0,434.97000000000025
C23718,P29158,NC,2024-01-04,3451.88,2100.3,1351.58
C93064,P29158,NC,2024-07-08,8826.78,425.61,8401.17
C33679,P28709,TX,2024-04-08,7430.19,1214.08,6216.11
C28417,P28709,TX,2024-06-09,489.86,181.36,308.5
C24663,P46890,TX,2024-02-22,8302.16,6986.87,1315.29
C19402,P46890,TX,2024-02-22,4799.37,2132.39,2666.98
C80748,P46890,TX,2024-02-19,1326.5,292.73,1033.77
C19176,P19647,FL,2024-06-20,2494.84,611.55,1883.2900000000002
C69363,P19647,FL,2024-03-05,9119.59,4872.56,4247.03
C34071,P43216,FL,2024-04-14,8832.78,7019.24,1813.5400000000009
C53554,P11424,NC,2024-03-04,8539.49,4119.25,4420.24
C41116,P11424,NC,2024-02-24,2190.54,579.31,1611.23
C65620,P11424,NC,2024-02-17,6748.97,4977.89,1771.08
C99894,P9448,TX,2024-05-21,9549.78,8705.77,844.0100000000002
C92434,P41201,FL,2024-04-06,5502.34,3419.96,2082.38
C11820,P41201,FL,2024-05-02,8174.67,831.74,7342.93
C80007,P18844,FL,2024-06-18,6381.64,9572.460000000001,2370.4800000000005
C16675,P4692,GA,2024-06-04,9372.19,3352.67,6019.52
C88729,P4692,GA,2024-03-19,1536.64,861.65,674.9900000000001
C28504,P50537,TX,2024-01-21,5259.36,2423.7,2835.66
C82256,P50537,TX,2024-06-07,1058.46,1007.39,51.07000000000005
C44705,P21735,IL,2024-03-20,3349.44,1344.61,2004.8300000000002
C47448,P4136,GA,2024-07-13,184.93,177.07,7.860000000000014
C71875,P4136,GA,2024-05-11,1056.01,903.27,152.74
C64180,P4136,GA,2024-01-18,8326.15,909.55,7416.599999999999
C23409,P6006,IL,2024-01-21,7086.73,2378.39,4708.34
C76575,P6006,IL,2024-04-08,2990.13,1301.38,1688.75
C55790,P35472,FL,2024-06-03,3978.51,564.89,3413.6200000000003
C51138,P35472,FL,2024-06-12,4910.68,1561.03,3349.6500000000005
C78910,P35472,FL,2024-07-09,6835.5,4883.57,1951.9300000000003
C40902,P27971,NC,2024-03-15,1081.18,414.12,667.0600000000001
C10967,P15096,TX,2024-02-08,8216.97,6086.21,2130.7599999999993
C37943,P15096,TX,2024-06-28,7647.23,785.61,6861.62
C63344,P20620,FL,2024-07-04,3407.03,235.8,3171.23
C33589,P20620,FL,2024-04-21,4793.84,4167.46,626.3800000000001
C69227,P20620,FL,2024-01-21,1666.17,344.8,1321.3700000000001
C30640,P26356,GA,2024-01-03,6907.95,6381.69,526.2600000000002
C47604,P26356,GA,2024-07-19,9048.96,8094.09,954.869999999999
C95709,P33958,NC,2024-06-21,2043.02,1300.53,742.49
C46553,P33958,NC,2024-02-12,4994.53,1402.5,3592.0299999999997
C70878,P33958,NC,2024-01-13,223.99,13.0,210.99
C10824,P46966,TX,2024-07-06,1882.71,523.01,1359.7
C46291,P46966,TX,2024-02-15,1956.64,541.2,1415.44
C53640,P16571,TX,2024-07-19,2707.94,454.77,2253.17
C95597,P16571,TX,2024-06-02,998.36,424.36,574.0
C75605,P16571,TX,2024-07-12,5330.37,1094.81,4235.5599999999995
C48360,P9072,NC,2024-02-09,8494.86,5747.5,2747.3600000000006
C85832,P9072,NC,2024-05-24,146.93,13.74,133.19
C37905,P22745,NC,2024-02-29,3464.87,1527.36,1937.51
C66574,P22745,NC,2024-05-01,1920.02,197.03,1722.99
C23859,P13881,GA,2024-05-27,7992.08,856.59,7135.49
C85938,P13881,GA,2024-06-15,3181.47,1228.48,1952.9899999999998
C59476,P13881,GA,2024-07-13,8649.38,4723.35,3926.029999999999
,P47550,NC,2024-05-20,6780.84,3740.45,3040.3900000000003
C89727,P47550,NC,2024-05-07,4366.6,966.47,-1.0
C25412,P12210,GA,2024-07-05,7669.15,2581.18,5087.969999999999
C47182,P12210,GA,2024-07-03,5240.07,4249.47,990.5999999999995
C46973,P5985,TX,2024-02-16,5293.35,3787.99,1505.3600000000006
C82299,P46777,IL,2024-01-03,5742.39,504.77,5237.620000000001
C50461,P36256,IL,2024-06-12,9128.28,7049.62,2078.6600000000008
C30711,P36256,IL,2024-05-06,1746.19,699.06,1047.13
C71401,P16454,IL,2024-05-15,5546.96,8320.44,2135.64
C63856,P16454,IL,2024-07-19,1948.01,966.3,981.71
C19352,P32813,IL,2024-02-17,6022.34,4403.5,1618.8400000000001
C72918,P30547,TX,2024-05-09,5147.39,782.0,4365.39
C47366,P8452,NC,2024-02-26,4769.91,2764.82,2005.0899999999997
C21312,P8452,NC,2024-02-02,6791.42,1496.14,5295.28
C84552,P8452,NC,2024-03-03,1784.4,1001.43,782.9700000000001
C68582,P45562,TX,2024-03-29,3319.18,1198.09,2121.09
C13381,P45562,TX,2024-02-23,1444.23,1333.41,110.81999999999994
C58276,P32879,NC,2024-05-30,3611.12,494.3,3116.8199999999997
C22629,P32879,NC,2024-06-24,3950.49,1423.13,2527.3599999999997
C46069,P32879,NC,2024-03-18,4639.27,4473.11,166.16000000000076
C15980,P32043,GA,2024-06-09,1043.66,176.01,867.6500000000001
C87657,P31493,NC,2024-05-09,9323.03,7338.64,1984.3900000000003
C59764,P31493,NC,2024-05-21,5868.88,4809.88,1059.0
C67878,P31493,NC,2024-03-30,368.68,26.52,342.16
C40240,P25599,NC,2024-04-06,5611.33,4165.69,1445.6400000000003
C49562,P25599,NC,2024-04-14,7634.06,2191.29,5442.77
C65733,P45200,GA,2024-06-12,6789.71,2452.27,4337.4400000000005
C53758,P45200,GA,2024-06-03,8105.7,2534.3,5571.4
C33523,P45200,GA,2024-01-29,1378.37,143.63,1234.7399999999998
C44682,P36225,GA,2024-05-14,6350.61,390.79,5959.82
C19325,P36225,GA,2024-05-05,1655.54,904.66,750.88
C88317,P36225,GA,2024-03-07,8722.19,2854.61,5867.58
C98068,P34827,GA,2024-06-24,4405.58,266.69,4138.89
C16314,P34827,GA,2024-03-05,90.86,39.89,50.97
C32626,P34827,GA,2024-03-01,4706.69,2845.07,1861.6199999999994
C21641,P27322,TX,2024-04-07,2758.1,1624.74,1133.36
C69183,P27322,TX,2024-04-30,7169.67,3133.87,4035.8
C29170,P27322,TX,2024-01-02,3094.08,1183.16,1910.9199999999998
C10287,P40655,NC,2024-05-11,2762.04,965.59,1796.4499999999998
C13474,P42294,NC,2024-01-16,1612.62,59.3,1553.32
C66547,P42294,NC,2024-01-01,8273.83,1100.52,7173.3099999999995
C48201,P42294,NC,2024-05-16,8445.0,7030.65,1414.3500000000004
C45010,P16339,IL,2024-04-10,847.75,530.62,317.13
C80321,P16339,IL,2024-02-18,7954.89,3202.81,4752.08
C86720,P33609,NC,2024-05-02,2061.47,488.92,1572.5499999999997
C39552,P33609,NC,2024-07-04,4466.14,3307.78,1158.3600000000001
C24205,P12115,TX,2024-05-16,8691.52,1436.22,7255.3
C94521,P12115,TX,2024-01-21,5172.81,5145.74,27.07000000000062
C30381,P21554,FL,2024-02-21,2843.25,261.6,2581.65
C89911,P21554,FL,2024-06-28,4789.27,42.81,4746.46
C54099,P46929,NC,2024-04-29,5116.58,373.2,4743.38
C36330,P46929,NC,2024-05-27,124.63,2.11,122.52
C11523,P46929,NC,2024-02-14,3572.13,1945.39,1626.74
C93562,P8209,FL,2024-02-04,7401.79,1340.46,6061.33
C57542,P46809,NC,2024-06-26,6360.03,838.42,5521.61
C54893,P46259,NC,2024-05-07,2634.97,1952.6,682.3699999999999
C69761,P7803,NC,2024-01-08,6134.71,3095.34,3039.37
C82129,P48868,NC,2024-02-10,4959.98,4400.93,559.0499999999993
C79193,P48868,NC,2024-01-01,1306.66,740.22,566.44
C34605,P48868,NC,2024-06-08,579.44,15.43,564.0100000000001
C59345,P46272,GA,2024-01-10,1112.05,208.19,903.8599999999999
C55666,P11736,IL,2024-06-30,6021.73,1167.27,4854.459999999999
C50834,P11736,IL,2024-03-04,6068.39,2257.9,3810.4900000000002
C77557,P11736,IL,2024-03-07,2024.09,879.0,1145.09
C82982,P9516,NC,2024-06-20,245.41,368.115,19.400000000000006
C72965,P43961,NC,2024-04-14,1673.66,1229.88,443.78
C11571,P48183,GA,2024-01-01,8813.53,4674.16,4139.370000000001
C33999,P23700,GA,2024-03-31,9623.2,2189.22,7433.980000000001
C85924,P23700,GA,2024-04-26,8591.25,8091.36,499.8900000000003
C46581,P6181,IL,2024-05-28,7326.42,2875.81,4450.610000000001
C33006,P2919,TX,2024-06-26,5435.28,8152.92,916.75
C21183,P44106,FL,2024-04-13,7920.65,2716.89,5203.76
C61849,P44106,FL,2024-03-28,4945.95,1613.42,3332.5299999999997
C76358,P44106,FL,2024-06-23,9686.61,1182.19,8504.42
C41165,P48363,TX,2024-07-15,3685.16,3562.64,122.51999999999998
C70732,P20460,IL,2024-06-15,4291.54,310.34,3981.2
C62743,P20460,IL,2024-03-04,3394.65,432.07,2962.58
C23621,P20460,IL,2024-04-25,3104.43,675.17,2429.2599999999998
C11775,P29572,FL,2024-04-11,7470.11,1977.48,5492.629999999999
C18132,P29572,FL,2024-06-22,627.22,556.06,71.16000000000008
C72695,P29572,FL,2024-05-19,4578.47,1190.4,3388.07
C23699,P21696,NC,2024-06-16,8817.31,6871.24,1946.0699999999997
C33419,P21696,NC,2024-02-16,7593.62,3798.91,3794.71
C32020,P21696,NC,2024-01-03,7204.53,6667.57,536.96
C98478,P31912,IL,2024-03-25,1965.81,678.33,1287.48
C88798,P31912,IL,2024-01-06,1397.41,1179.76,217.6500000000001
C36323,P31912,IL,2024-03-13,1402.87,428.59,974.28
C29871,P38472,TX,2024-04-06,7004.18,10506.27,2917.3100000000004
C57902,P40464,NC,2024-05-24,7492.2,58.03,7434.17
C33502,P40464,NC,2024-02-25,2490.27,2373.44,116.82999999999993
C27717,P40464,NC,2024-07-03,1833.89,1245.69,588.2
C78214,P47065,FL,2024-03-28,6793.82,4223.53,2570.29
C74247,P47065,FL,2024-07-06,6351.81,4686.8,1665.0100000000002
C53581,P12155,FL,2024-01-24,510.77,367.56,143.20999999999998
