policy_id,booking_date,premium_booked,taxes,fees
P8702,2024-07-07,4841.51,242.08,21.7
P8703,2024-05-18,1908.34,95.42,10.48
P8704,2024-04-15,4143.52,207.18,13.39
P8705,2024-07-03,1799.76,89.99,59.75
P8706,2024-05-26,4388.63,219.43,71.48
P8707,2024-03-29,1541.15,77.06,36.02
P8708,2024-04-08,2457.38,122.87,67.21
P8709,2024-04-22,2306.95,115.35,31.0
P8710,2024-04-16,1927.93,96.4,51.13
P8711,2024-04-18,2097.78,104.89,19.34
P8712,2024-04-05,2980.95,149.05,31.64
P8713,2024-03-03,2342.01,117.1,68.44
P8714,2024-02-23,688.0,34.4,50.18
P8715,2024-02-05,3404.58,170.23,82.71
P8716,2024-04-26,3521.69,176.08,33.8
P8717,2024-02-20,,247.4,63.0
P8718,2024-06-06,3427.54,171.38,80.46
P8719,2024-03-24,3532.8,176.64,33.45
P8720,2024-02-26,2118.1,105.91,61.46
P8721,2024-02-26,-644.58,32.23,62.1
P8722,2024-03-18,894.34,44.72,48.35
P8723,2024-01-11,1973.9,98.7,18.48
P8724,2024-07-15,4199.48,209.97,84.71
P8725,2024-03-04,,51.63,57.1
P8726,2024-03-22,2190.61,109.53,51.26
P8727,2024-07-17,4761.59,238.08,22.78
P8728,2024-02-25,2405.98,120.3,20.58
P8729,2024-03-12,2643.38,132.17,63.98
P8730,2024-02-17,1903.51,95.18,55.3
P8731,2024-05-18,613.77,30.69,34.68
P8732,2024-02-08,4259.17,212.96,73.47
P8733,2024-05-18,1799.37,89.97,62.63
P8734,2024-07-07,2494.62,124.73,66.92
P8735,2024-01-23,2480.25,124.01,28.17
P8736,2024-05-26,4768.56,238.43,64.46
P8737,2024-06-11,1509.03,75.45,51.54
P8738,2024-02-03,2078.39,103.92,51.96
P8739,2024-06-02,4162.9,208.14,85.84
P8740,2024-06-01,2425.14,121.26,97.67
P8741,2024-05-25,3322.82,166.14,21.25
P8742,2024-06-01,704.21,35.21,55.51
P8743,2024-04-01,4421.68,221.08,48.65
P8744,2024-02-26,1832.91,91.65,93.83
P8745,2024-03-12,3331.31,166.57,77.55
P8746,2024-05-21,1712.08,85.6,35.17
P8747,2024-06-09,3323.04,166.15,73.46
P8748,2024-05-20,3204.04,160.2,25.43
P8749,2024-03-14,2226.28,111.31,76.99
P8750,2024-04-30,743.21,37.16,24.32
P8751,2024-06-25,2891.6,144.58,78.81
P8752,2024-02-16,1469.79,73.49,15.17
P8753,2024-05-06,4480.02,224.0,58.76
P8754,2024-05-12,4672.82,233.64,18.34
P8755,2024-05-11,2165.59,108.28,42.2
P8756,2024-06-30,4608.53,230.43,16.63
P8757,2024-02-17,2692.76,134.64,27.61
P8758,2024-06-03,4392.75,219.64,16.43
P8759,2024-05-18,1700.79,85.04,75.8
P8760,2024-06-02,2387.65,119.38,28.59
P8761,2024-03-15,2119.94,106.0,14.32
P8762,2024-04-18,1810.16,90.51,39.73
P8763,2024-02-21,1159.01,57.95,64.45
P8764,2024-05-08,4318.12,215.91,44.4
P8765,2024-02-17,4615.12,230.76,69.26
P8766,2024-02-27,4743.27,237.16,62.53
P8767,2024-03-11,3935.02,196.75,95.91
,2024-04-22,2743.78,137.19,92.91
P8769,2024-02-21,3016.0,150.8,82.23
P8770,2024-04-19,-3081.82,154.09,98.54
P8771,2024-01-12,3652.75,182.64,15.6
P8772,2024-03-14,4178.87,208.94,10.35
P8773,2024-01-31,1763.54,88.18,16.51
P8774,2024-01-07,1080.28,54.01,37.4
P8775,2024-06-07,4695.27,234.76,11.11
P8776,2024-03-05,3866.03,193.3,99.19
P8777,2024-03-02,3404.48,170.22,17.73
P8778,2024-06-23,2347.09,117.35,74.04
P8779,2024-01-07,2634.4,131.72,65.76
P8780,2024-01-29,4280.88,214.04,38.12
P8781,2024-04-24,2874.62,143.73,14.34
P8782,2024-01-14,1382.85,69.14,72.85
P8783,2024-05-19,4117.85,205.89,60.95
,2024-05-13,877.06,43.85,25.93
P8785,2024-01-08,3730.34,186.52,15.63
P8786,2024-02-01,1898.82,94.94,84.79
P8787,2024-05-14,3409.05,170.45,57.26
P8788,2024-03-03,4813.8,240.69,27.25
P8789,2024-01-29,729.33,36.47,41.48
P8790,2024-03-29,4334.13,216.71,42.73
P8791,2024-02-18,963.74,48.19,82.31
P8792,2024-06-04,2152.25,107.61,24.78
P8793,2024-06-30,2284.12,114.21,44.1
P8794,2024-06-11,3099.23,154.96,66.79
P8795,2024-02-21,1831.98,91.6,95.68
P8796,2024-05-15,1221.8,61.09,87.53
P8797,2024-06-09,4574.78,228.74,67.68
P8798,2024-03-20,3936.13,196.81,65.01
P8799,2024-06-28,-3577.22,178.86,70.02
P8800,2024-02-20,1654.83,82.74,41.26
P8801,2024-04-29,2620.7,131.03,64.21
P8802,2024-03-06,4722.61,236.13,12.4
P8803,2024-07-11,1355.15,67.76,93.14
P8804,2024-05-09,3376.95,168.85,50.62
P8805,2024-02-17,3787.86,189.39,59.32
P8806,2024-04-24,4696.47,234.82,22.87
P8807,2024-05-15,4862.99,243.15,43.27
P8808,2024-02-05,5069.18,253.46,47.23
P8809,2024-07-09,4617.38,230.87,83.26
P8810,2024-03-21,4942.99,247.15,40.84
P8811,2024-01-25,694.66,34.73,21.58
P8812,2024-03-08,3807.98,190.4,70.55
P8813,2024-06-30,2785.05,139.25,67.08
P8814,2024-05-01,,243.18,18.09
P8815,2024-01-28,1791.33,89.57,66.64
P8816,2024-03-22,587.39,29.37,63.15
P8817,2024-06-01,2034.66,101.73,28.71
P8818,2024-03-10,940.38,47.02,53.11
P8819,2024-07-05,3905.1,195.25,88.28
P8820,2024-05-03,2024.75,101.24,73.46
P8821,2024-04-12,4318.32,215.92,49.63
P8822,2024-06-17,3002.63,150.13,70.26
P8823,2024-05-09,4778.62,238.93,61.26
P8824,2024-03-10,,55.25,11.28
P8825,2024-03-28,1417.86,70.89,98.04
P8826,2024-03-11,1247.27,62.36,80.14
P8827,2024-03-30,781.33,39.07,57.86
P8828,2024-05-19,3049.25,152.46,60.62
P8829,2024-02-04,3385.79,169.29,57.46
,2024-03-17,3642.41,182.12,35.13
P8831,2024-05-05,,43.91,83.84
P8832,2024-05-29,958.43,47.92,96.37
P8833,2024-06-27,4436.38,221.82,57.02
P8834,2024-06-27,4208.7,210.44,93.51
P8835,2024-05-12,1073.09,53.65,43.93
P8836,2024-03-12,2928.99,146.45,94.94
P8837,2024-06-19,3539.0,176.95,30.44
P8838,2024-04-01,1714.67,85.73,46.59
,2024-06-21,3137.5,156.88,47.15
P8840,2024-04-20,4468.97,223.45,48.86
P8841,2024-03-13,1009.33,50.47,56.66
P8842,2024-05-06,3566.17,178.31,43.97
P8843,2024-01-16,3654.29,182.71,61.56
P8844,2024-06-23,1868.53,93.43,80.17
P8845,2024-03-28,3330.85,166.54,78.19
P8846,2024-04-16,4269.12,213.46,60.48
P8847,2024-05-11,4291.6,214.58,90.12
P8848,2024-05-17,1705.61,85.28,85.13
P8849,2024-05-12,1859.2,92.96,26.8
P8850,2024-02-13,1808.96,90.45,18.37
P8851,2024-02-06,923.13,46.16,87.34
P8852,2024-05-25,1795.32,89.77,14.39
P8853,2024-07-19,1770.72,88.54,65.52
P8854,2024-03-16,4592.56,229.63,99.87
P8855,2024-05-29,4145.1,207.26,81.53
P8856,2024-03-08,1955.12,97.76,35.25
P8857,2024-05-29,1404.43,70.22,88.14
P8858,2024-04-24,3166.97,158.35,98.05
P8859,2024-06-05,-3628.19,181.41,39.08
P8860,2024-05-24,1822.88,91.14,42.59
P8861,2024-07-18,1898.26,94.91,80.54
P8862,2024-01-16,4677.92,233.9,96.27
P8863,2024-04-25,3235.95,161.8,83.75
P8864,2024-06-10,1546.04,77.3,30.76
P8865,2024-03-04,2749.23,137.46,85.63
P8866,2024-03-14,4717.87,235.89,57.53
P8867,2024-05-06,3917.12,195.86,77.66
P8868,2024-07-08,1162.85,58.14,16.83
P8869,2024-03-10,-3633.25,181.66,10.72
P8870,2024-05-04,2953.0,147.65,80.42
P8871,2024-01-19,2350.86,117.54,71.4
P8872,2024-04-29,1951.95,97.6,38.21
P8873,2024-04-06,2687.21,134.36,49.42
P8874,2024-04-09,1995.11,99.76,30.1
P8875,2024-04-25,1486.1,74.3,51.57
P8876,2024-05-08,4975.92,248.8,37.91
P8877,2024-03-29,2483.48,124.17,29.88
P8878,2024-06-17,1952.71,97.64,19.47
P8879,2024-02-23,1265.57,63.28,30.99
P8880,2024-05-02,3500.47,175.02,20.03
P8881,2024-03-26,2725.49,136.27,65.98
P8882,2024-05-30,4671.73,233.59,44.2
P8883,2024-06-07,2951.03,147.55,29.41
P8884,2024-06-14,1833.88,91.69,97.17
P8885,2024-06-18,1517.79,75.89,62.83
P8886,2024-06-13,,156.77,76.35
P8887,2024-06-18,3534.58,176.73,55.24
P8888,2024-02-03,5002.07,250.1,45.0
P8889,2024-03-03,2050.36,102.52,80.77
P8890,2024-05-18,3873.89,193.69,11.31
P8891,2024-06-19,2212.24,110.61,25.73
P8892,2024-05-20,4855.34,242.77,97.48
P8893,2024-06-07,3889.76,194.49,80.49
P8894,2024-06-19,1004.78,50.24,67.0
P8895,2024-01-26,3660.02,183.0,18.13
P8896,2024-04-19,-3343.6,167.18,15.97
P8897,2024-02-22,3154.14,157.71,15.43
P8898,2024-07-01,596.89,29.84,75.06
P8899,2024-02-03,2119.8,105.99,28.65
P8900,2024-04-26,518.66,25.93,97.08
P8901,2024-02-14,1160.1,58.0,73.8
P8902,2024-06-12,3589.6,179.48,10.17
P8903,2024-07-25,4727.2,236.36,28.26
P8904,2024-06-05,1327.27,66.36,44.44
P8905,2024-05-31,4149.52,207.48,74.63
P8906,2024-06-21,4393.28,219.66,41.43
P8907,2024-06-25,2085.87,104.29,73.34
P8908,2024-03-19,3785.12,189.26,70.18
P8909,2024-05-21,5233.71,261.69,42.64
P8910,2024-05-05,3209.51,160.48,26.17
P8911,2024-03-07,3316.53,165.83,83.63
P8912,2024-07-11,4354.97,217.75,17.12
P8913,2024-04-26,942.15,47.11,35.64
P8914,2024-04-01,1298.69,64.93,87.91
P8915,2024-06-14,1168.95,58.45,44.99
P8916,2024-03-29,2439.51,121.98,16.92
P8917,2024-01-25,3315.61,165.78,16.55
P8918,2024-04-29,1802.23,90.11,11.81
P8919,2024-04-15,3286.94,164.35,31.57
P8920,2024-06-27,1991.04,99.55,29.15
P8921,2024-03-26,,183.99,78.49
P8922,2024-02-24,1055.05,52.75,34.03
P8923,2024-04-20,4088.93,204.45,82.9
P8924,2024-03-27,2927.77,146.39,99.19
P8925,2024-04-15,3549.14,177.46,38.78
P8926,2024-07-02,4198.5,209.93,92.47
P8927,2024-02-05,4248.6,212.43,78.33
P8928,2024-06-14,4876.68,243.83,61.98
P8929,2024-02-06,2292.92,114.65,51.22
P8930,2024-02-23,3889.25,194.46,86.83
P8931,2024-02-18,3226.78,161.34,37.13
,2024-01-15,2014.54,100.73,21.07
P8933,2024-03-22,3079.44,153.97,42.61
P8934,2024-05-05,753.2,37.66,98.55
P8935,2024-04-10,4283.09,214.15,35.23
P8936,2024-04-06,1877.48,93.87,66.17
P8937,2024-06-17,4316.24,215.81,16.08
P8938,2024-05-16,2392.77,119.64,23.49
P8939,2024-01-08,3655.15,182.76,52.36
P8940,2024-04-21,1909.13,95.46,15.43
P8941,2024-02-21,1371.3,68.56,19.84
P8942,2024-01-21,2319.65,115.98,28.55
P8943,2024-06-16,1523.51,76.18,55.89
P8944,2024-01-12,2044.39,102.22,53.48
P8945,2024-06-17,637.41,31.87,60.64
P8946,2024-06-24,1093.89,54.69,42.95
P8947,2024-06-11,1353.86,67.69,63.38
P8948,2024-04-18,2278.66,113.93,13.02
P8949,2024-03-23,4983.07,249.15,53.88
P8950,2024-03-21,584.75,29.24,45.66
P8951,2024-04-30,-4129.61,206.48,88.44
P8952,2024-03-28,2007.19,100.36,45.64
P8953,2024-04-13,4112.71,205.64,91.02
P8954,2024-05-19,1350.2,67.51,57.34
P8955,2024-01-19,1915.7,95.79,15.7
P8956,2024-01-12,1969.86,98.49,84.16
P8957,2024-03-22,2235.68,111.78,21.61
P8958,2024-03-17,3496.7,174.84,34.32
P8959,2024-03-21,3275.62,163.78,56.34
P8960,2024-04-18,,243.78,71.64
P8961,2024-03-09,3530.47,176.52,19.14
P8962,2024-02-12,4231.91,211.6,11.95
P8963,2024-03-20,3852.07,192.6,31.78
P8964,2024-06-17,2595.66,129.78,68.98
P8965,2024-05-27,3759.85,187.99,75.63
P8966,2024-06-08,-863.24,43.16,10.63
P8967,2024-04-02,1018.68,50.93,59.16
P8968,2024-06-03,3422.63,171.13,19.42
P8969,2024-06-24,2101.52,105.08,60.1
P8970,2024-03-22,2287.97,114.4,38.65
P8971,2024-06-01,,115.7,53.42
P8972,2024-06-16,3231.8,161.59,98.99
P8973,2024-03-22,1965.92,98.3,79.92
P8974,2024-01-28,5196.18,259.81,75.77
P8975,2024-02-29,2260.55,113.03,94.73
P8976,2024-01-25,3041.02,152.05,75.67
P8977,2024-01-12,3356.01,167.8,35.32
P8978,2024-03-03,1503.11,75.16,99.84
P8979,2024-06-15,2239.21,111.96,65.25
P8980,2024-01-20,2961.82,148.09,12.17
P8981,2024-04-12,3461.57,173.08,77.03
P8982,2024-03-07,2120.82,106.04,38.69
P8983,2024-01-30,4205.01,210.25,88.36
P8984,2024-04-14,776.56,38.83,37.98
P8985,2024-03-12,4151.71,207.59,23.25
,2024-02-05,2147.14,107.36,32.39
P8987,2024-05-20,3897.89,194.89,78.1
P8988,2024-03-23,1891.99,94.6,42.97
P8989,2024-04-19,4905.98,245.3,97.17
P8990,2024-05-12,3618.25,180.91,78.49
P8991,2024-01-07,1273.01,63.65,53.7
P8992,2024-02-18,4963.82,248.19,27.76
P8993,2024-07-09,4492.54,224.63,30.7
P8994,2024-04-05,4993.62,249.68,98.33
P8995,2024-04-12,1300.9,65.05,10.76
P8996,2024-04-21,4983.39,249.17,40.85
P8997,2024-01-31,4118.89,205.94,46.4
P8998,2024-06-29,3657.84,182.89,74.87
P8999,2024-04-21,4043.55,202.18,48.09
P9000,2024-03-26,4662.91,233.15,90.96
P9001,2024-04-12,1582.8,79.14,43.41
P9002,2024-03-04,1775.53,88.78,41.21
P9003,2024-05-22,1582.55,79.13,88.26
P9004,2024-02-06,2026.73,101.34,86.16
P9005,2024-06-09,4681.65,234.08,23.81
P9006,2024-01-22,4676.29,233.81,31.46
P9007,2024-07-08,4885.31,244.27,28.95
P9008,2024-07-02,3663.79,183.19,68.33
P9009,2024-07-04,4091.32,204.57,14.59
P9010,2024-03-06,4311.51,215.58,90.42
P9011,2024-02-10,1520.32,76.02,22.55
P9012,2024-01-31,1045.6,52.28,78.33
P9013,2024-01-18,3655.21,182.76,69.59
P9014,2024-05-10,2531.21,126.56,47.12
P9015,2024-03-09,979.41,48.97,78.89
P9016,2024-05-05,1031.85,51.59,77.71
P9017,2024-03-27,3406.0,170.3,77.54
P9018,2024-02-23,912.35,45.62,90.57
P9019,2024-02-12,-4549.65,227.48,37.25
P9020,2024-05-10,,88.85,67.18
P9021,2024-04-20,2968.53,148.43,44.67
P9022,2024-05-19,3339.64,166.98,75.04
P9023,2024-06-22,4532.81,226.64,22.95
P9024,2024-02-13,2615.09,130.75,76.56
P9025,2024-04-10,1855.05,92.75,40.93
P9026,2024-03-26,2886.66,144.33,23.61
P9027,2024-04-17,1194.87,59.74,43.94
P9028,2024-03-24,3201.84,160.09,46.88
P9029,2024-04-27,3329.98,166.5,73.26
P9030,2024-05-27,1510.69,75.53,86.22
P9031,2024-04-24,-1122.79,56.14,60.5
P9032,2024-06-26,2715.89,135.79,95.45
P9033,2024-03-09,654.51,32.73,97.19
P9034,2024-05-06,3033.25,151.66,65.48
P9035,2024-02-03,2311.53,115.58,87.33
P9036,2024-01-15,1742.61,87.13,57.8
P9037,2024-03-28,4654.6,232.73,72.88
P9038,2024-06-21,2237.34,111.87,89.75
P9039,2024-05-09,2571.89,128.59,27.09
P9040,2024-06-29,2449.56,122.48,23.47
P9041,2024-02-24,719.5,35.98,46.2
P9042,2024-03-13,2831.73,141.59,35.08
P9043,2024-02-23,4678.36,233.92,87.28
P9044,2024-02-04,,57.23,18.8
P9045,2024-06-28,886.54,44.33,55.55
P9046,2024-04-29,3670.95,183.55,80.22
P9047,2024-06-24,4831.22,241.56,47.17
P9048,2024-02-10,,35.63,10.76
P9049,2024-05-20,1968.51,98.43,38.02
P9050,2024-02-22,2546.42,127.32,79.3
P9051,2024-03-24,3240.43,162.02,17.95
P9052,2024-06-05,848.72,42.44,93.47
P9053,2024-02-22,2835.28,141.76,78.27
P9054,2024-04-02,945.13,47.26,26.1
P9055,2024-07-08,4742.63,237.13,15.6
P9056,2024-04-16,2422.27,121.11,15.81
P9057,2024-06-14,3108.3,155.42,23.07
P9058,2024-03-09,2827.91,141.4,64.28
P9059,2024-01-22,4452.73,222.64,76.86
P9060,2024-02-04,2244.82,112.24,61.02
P9061,2024-01-26,1754.37,87.72,62.7
P9062,2024-03-31,684.52,34.23,40.06
P9063,2024-04-21,4628.4,231.42,65.92
P9064,2024-03-23,2464.72,123.24,11.86
P9065,2024-05-02,3623.96,181.2,77.84
P9066,2024-03-15,1864.2,93.21,86.49
P9067,2024-05-23,3515.42,175.77,88.79
,2024-02-27,1585.58,79.28,78.13
P9069,2024-04-03,4078.59,203.93,69.4
P9070,2024-04-09,954.09,47.7,26.0
P9071,2024-07-16,4461.33,223.07,76.56
P9072,2024-04-12,4376.08,218.8,41.59
P9073,2024-05-27,4687.6,234.38,93.15
P9074,2024-01-21,2373.38,118.67,15.68
P9075,2024-02-18,2665.7,133.28,40.97
P9076,2024-05-24,3546.58,177.33,97.62
P9077,2024-03-30,1105.13,55.26,15.51
P9078,2024-03-12,2562.8,128.14,81.11
P9079,2024-04-16,762.29,38.11,70.65
P9080,2024-01-29,559.05,27.95,40.53
P9081,2024-06-25,1234.12,61.71,46.77
P9082,2024-03-06,3228.47,161.42,81.83
P9083,2024-02-17,3469.13,173.46,62.93
P9084,2024-07-28,580.82,29.04,15.65
P9085,2024-03-27,2872.29,143.61,41.82
P9086,2024-06-24,793.16,39.66,90.82
P9087,2024-02-06,1489.59,74.48,85.08
P9088,2024-03-03,3288.5,164.43,80.67
P9089,2024-02-05,1070.45,53.52,80.6
P9090,2024-07-04,811.92,40.6,17.47
P9091,2024-06-30,4889.32,244.47,37.23
P9092,2024-02-21,1278.29,63.91,23.89
P9093,2024-07-16,,104.25,92.47
P9094,2024-02-23,1027.4,51.37,88.17
P9095,2024-07-25,2555.42,127.77,76.91
P9096,2024-07-05,3876.42,193.82,42.83
P9097,2024-02-10,4190.69,209.53,12.97
P9098,2024-04-15,2951.39,147.57,82.23
P9099,2024-01-29,1682.1,84.11,17.82
P9100,2024-03-02,3435.59,171.78,81.05
P9101,2024-05-31,4757.36,237.87,34.19
P9102,2024-01-30,1776.21,88.81,22.69
P9103,2024-03-28,4877.88,243.89,40.82
P9104,2024-06-24,3718.89,185.94,99.29
P9105,2024-06-18,1637.29,81.86,51.38
P9106,2024-04-21,774.52,38.73,59.78
P9107,2024-06-03,3066.75,153.34,57.05
P9108,2024-02-03,5014.61,250.73,75.61
P9109,2024-05-24,1641.42,82.07,86.22
P9110,2024-07-06,2688.97,134.45,18.6
P9111,2024-06-01,4579.93,229.0,49.83
P9112,2024-06-27,4588.59,229.43,69.91
P9113,2024-04-28,1811.37,90.57,80.69
P9114,2024-02-03,2593.37,129.67,57.56
P9115,2024-06-12,4029.91,201.5,90.23
P9116,2024-02-04,1231.15,61.56,34.94
P9117,2024-06-17,3670.5,183.53,20.84
P9118,2024-07-03,3768.91,188.45,26.03
P9119,2024-05-06,2158.16,107.91,99.03
P9120,2024-04-25,3262.41,163.12,95.5
P9121,2024-06-14,2096.36,104.82,47.72
P9122,2024-03-06,2407.65,120.38,84.33
P9123,2024-07-14,2390.59,119.53,48.6
P9124,2024-05-13,3073.54,153.68,37.7
P9125,2024-04-08,2369.78,118.49,86.11
P9126,2024-06-10,3609.48,180.47,17.08
P9127,2024-05-01,2451.91,122.6,47.31
P9128,2024-03-20,1060.3,53.02,30.83
P9129,2024-03-08,2675.99,133.8,81.75
P9130,2024-03-17,3504.64,175.23,47.69
P9131,2024-05-02,4459.03,222.95,61.33
P9132,2024-01-27,4857.63,242.88,20.81
P9133,2024-07-19,2425.8,121.29,84.23
P9134,2024-05-02,817.88,40.89,19.5
P9135,2024-05-24,3054.3,152.72,95.39
P9136,2024-02-15,4614.06,230.7,43.03
P9137,2024-06-18,2993.14,149.66,83.33
P9138,2024-06-03,4459.54,222.98,12.38
P9139,2024-03-14,2635.57,131.78,55.92
P9140,2024-05-09,4428.28,221.41,70.13
P9141,2024-04-27,4843.0,242.15,53.91
P9142,2024-05-06,1910.16,95.51,48.37
P9143,2024-05-14,693.4,34.67,98.64
P9144,2024-04-21,3838.63,191.93,62.81
P9145,2024-07-12,3869.2,193.46,63.34
P9146,2024-02-23,4630.01,231.5,43.17
P9147,2024-01-08,3640.9,182.05,59.66
P9148,2024-03-05,1716.36,85.82,76.69
P9149,2024-02-09,1761.42,88.07,28.11
P9150,2024-04-29,4062.98,203.15,17.33
P9151,2024-06-21,3266.01,163.3,87.69
P9152,2024-06-25,3084.37,154.22,24.27
P9153,2024-04-07,3375.11,168.76,96.49
,2024-02-29,1448.5,72.42,50.96
P9155,2024-02-25,621.5,31.08,17.37
P9156,2024-04-12,2403.11,120.16,25.53
P9157,2024-06-06,4395.44,219.77,69.45
P9158,2024-02-22,4532.76,226.64,67.74
P9159,2024-05-31,1458.23,72.91,20.27
P9160,2024-01-24,2081.45,104.07,47.34
P9161,2024-01-13,3750.21,187.51,22.01
P9162,2024-03-25,4742.88,237.14,90.28
P9163,2024-03-07,2161.58,108.08,10.63
P9164,2024-02-11,746.68,37.33,83.85
P9165,2024-04-01,3560.87,178.04,34.45
P9166,2024-06-24,3664.3,183.22,15.91
P9167,2024-05-11,1459.64,72.98,60.32
P9168,2024-07-06,1441.69,72.08,44.12
P9169,2024-06-06,-1276.67,63.83,19.06
P9170,2024-05-08,4159.82,207.99,44.44
,2024-04-04,4467.04,223.35,51.16
P9172,2024-03-20,3299.0,164.95,75.85
P9173,2024-01-13,4351.86,217.59,91.85
P9174,2024-01-04,2763.89,138.19,58.86
P9175,2024-04-26,1953.82,97.69,10.91
P9176,2024-02-10,4495.61,224.78,35.51
P9177,2024-06-29,,233.67,57.97
P9178,2024-03-31,1571.27,78.56,41.33
,2024-02-10,4710.72,235.54,41.73
P9180,2024-04-11,3264.22,163.21,33.91
P9181,2024-04-03,1567.91,78.4,59.77
P9182,2024-07-08,3909.14,195.46,98.14
P9183,2024-03-04,1013.17,50.66,30.62
P9184,2024-04-08,-2222.69,111.13,84.41
P9185,2024-03-26,4328.26,216.41,26.27
P9186,2024-04-06,4491.58,224.58,87.45
P9187,2024-05-22,2312.12,115.61,89.55
P9188,2024-05-29,3686.65,184.33,83.66
P9189,2024-02-11,3074.8,153.74,87.82
P9190,2024-02-28,3455.96,172.8,46.43
P9191,2024-03-31,829.57,41.48,37.06
P9192,2024-05-21,4001.46,200.07,74.51
P9193,2024-01-11,1489.12,74.46,93.62
P9194,2024-04-11,2840.4,142.02,61.05
P9195,2024-05-01,2708.97,135.45,15.67
P9196,2024-04-10,2054.81,102.74,87.51
P9197,2024-02-26,3898.41,194.92,34.48
P9198,2024-04-17,976.4,48.82,10.75
P9199,2024-01-25,786.38,39.32,35.84
P9200,2024-02-14,844.56,42.23,13.84
P9201,2024-03-16,1589.49,79.47,17.52
P9202,2024-06-27,5088.88,254.44,80.54
P9203,2024-06-16,4014.53,200.73,71.36
P9204,2024-03-04,3144.49,157.22,54.66
P9205,2024-02-18,3711.21,185.56,19.91
P9206,2024-03-19,1419.54,70.98,87.12
P9207,2024-02-20,3145.37,157.27,49.62
P9208,2024-03-10,3444.5,172.23,66.86
P9209,2024-02-23,4433.84,221.69,54.39
P9210,2024-03-14,1670.62,83.53,38.46
P9211,2024-01-30,-1846.54,92.33,94.71
P9212,2024-01-27,1081.12,54.06,31.96
P9213,2024-03-17,3878.23,193.91,17.65
P9214,2024-03-13,1673.96,83.7,54.92
P9215,2024-04-22,4218.67,210.93,86.25
P9216,2024-05-11,2387.89,119.39,88.63
P9217,2024-03-28,1438.51,71.93,99.74
P9218,2024-02-10,4320.16,216.01,46.52
P9219,2024-03-05,1501.83,75.09,35.11
P9220,2024-02-20,933.77,46.69,38.13
P9221,2024-01-30,2383.3,119.17,85.65
P9222,2024-03-25,3569.95,178.5,23.02
P9223,2024-05-14,3291.93,164.6,18.26
P9224,2024-06-07,4994.52,249.73,50.24
P9225,2024-01-30,1509.22,75.46,96.1
P9226,2024-06-20,1030.15,51.51,62.28
P9227,2024-02-20,,83.77,67.64
P9228,2024-03-26,1070.26,53.51,37.31
P9229,2024-04-29,3974.09,198.7,82.53
P9230,2024-01-31,2104.15,105.21,21.93
P9231,2024-03-19,1936.89,96.84,54.49
P9232,2024-05-29,2846.19,142.31,65.16
P9233,2024-03-31,3346.43,167.32,63.3
,2024-07-07,1549.71,77.49,18.11
P9235,2024-03-08,4219.21,210.96,16.27
P9236,2024-02-16,1869.61,93.48,52.37
P9237,2024-07-02,1197.61,59.88,18.84
P9238,2024-03-13,4124.5,206.23,53.58
P9239,2024-05-07,1884.46,94.22,90.57
P9240,2024-06-07,1886.97,94.35,60.03
P9241,2024-05-10,2041.92,102.1,78.38
P9242,2024-06-01,5182.65,259.13,28.98
P9243,2024-02-25,867.62,43.38,62.28
P9244,2024-06-22,3520.83,176.04,97.17
P9245,2024-03-20,3622.2,181.11,58.0
P9246,2024-06-30,3674.25,183.71,68.27
P9247,2024-05-02,892.61,44.63,87.26
P9248,2024-06-28,3606.42,180.32,24.45
P9249,2024-06-18,1118.22,55.91,69.7
P9250,2024-06-08,1132.77,56.64,42.76
P9251,2024-06-16,4581.0,229.05,82.45
P9252,2024-03-24,4132.4,206.62,16.5
P9253,2024-03-19,1605.02,80.25,52.76
P9254,2024-06-28,,139.65,53.02
P9255,2024-01-15,1377.3,68.86,73.68
P9256,2024-04-17,1507.61,75.38,10.85
P9257,2024-04-05,1749.32,87.47,71.03
P9258,2024-03-08,3304.98,165.25,99.77
P9259,2024-05-14,4759.21,237.96,95.47
P9260,2024-04-11,704.34,35.22,62.97
P9261,2024-03-01,4030.77,201.54,97.65
P9262,2024-02-16,3724.1,186.21,57.29
P9263,2024-06-15,3295.47,164.77,10.15
P9264,2024-04-16,1164.92,58.25,90.65
P9265,2024-02-09,4393.61,219.68,80.44
P9266,2024-02-15,4687.26,234.36,55.09
P9267,2024-04-08,4774.29,238.71,51.81
P9268,2024-03-19,3899.87,194.99,43.63
P9269,2024-07-01,4105.41,205.27,31.15
P9270,2024-06-08,4318.41,215.92,51.1
P9271,2024-03-27,4064.22,203.21,52.49
P9272,2024-01-27,5037.72,251.89,41.16
P9273,2024-06-24,2876.78,143.84,89.43
P9274,2024-04-07,1621.2,81.06,38.64
P9275,2024-06-02,1518.67,75.93,27.43
P9276,2024-06-26,2054.48,102.72,41.35
P9277,2024-03-28,2264.76,113.24,64.85
P9278,2024-02-11,3645.95,182.3,75.28
,2024-03-17,4115.09,205.75,75.29
P9280,2024-04-07,2918.77,145.94,45.52
P9281,2024-07-13,-4930.54,246.53,95.01
P9282,2024-04-07,4949.65,247.48,23.0
P9283,2024-03-08,925.42,46.27,47.61
P9284,2024-05-06,4463.91,223.2,93.3
P9285,2024-03-31,-2390.39,119.52,49.75
P9286,2024-06-16,3695.43,184.77,53.49
P9287,2024-04-09,590.61,29.53,91.35
P9288,2024-06-01,2907.31,145.37,65.96
P9289,2024-05-02,2997.8,149.89,27.78
