policy_id,effective_date,written_premium,product,state,broker
P10532,2024-02-15,3368.17,Short Term Rental,NC,Broker A
P10533,2024-01-15,3261.27,Multi-Family,GA,Broker A
P10534,2024-04-30,3181.93,Multi-Family,NC,Broker A
P10535,2024-06-15,2177.65,Landlord,IL,Broker B
P10536,2024-03-24,3233.94,Short Term Rental,TX,Broker C
P10537,2024-04-17,1149.19,Multi-Family,FL,Broker A
P10538,2024-01-28,908.95,Landlord,IL,Broker B
P10539,2024-05-06,3615.06,Multi-Family,GA,Broker A
P10540,2024-02-06,4339.29,Landlord,NC,Broker B
P10541,2024-06-17,4160.04,Short Term Rental,FL,Broker C
P10542,2024-03-10,2177.26,Multi-Family,TX,Broker A
P10543,2024-04-09,753.87,Short Term Rental,NC,Broker A
P10544,2024-05-28,3888.02,Multi-Family,FL,Broker B
P10545,2024-01-25,3904.96,Short Term Rental,TX,Broker C
P10546,2024-01-24,2275.74,Short Term Rental,IL,Broker A
P10547,2024-06-20,3695.6,Short Term Rental,FL,Broker C
P10548,2024-02-17,559.35,Multi-Family,FL,Broker C
P10549,2024-06-23,3329.98,Short Term Rental,GA,Broker C
P10550,2024-04-26,1488.97,Multi-Family,NC,Broker C
P10551,2024-04-23,2733.39,Short Term Rental,NC,Broker B
P10552,2024-05-29,2380.78,Short Term Rental,TX,Broker B
P10553,2024-05-02,2135.18,Landlord,GA,Broker B
P10554,2024-02-29,4704.11,Multi-Family,FL,Broker B
P10555,2024-01-17,2389.66,Landlord,NC,Broker B
P10556,2024-04-07,,Landlord,NC,Broker A
P10557,2024-04-23,2532.42,Landlord,TX,Broker B
P10558,2024-06-12,4914.53,Short Term Rental,IL,Broker B
P10559,2024-05-15,878.49,Landlord,TX,Broker A
P10560,2024-01-30,2241.31,Short Term Rental,IL,Broker C
P10561,2024-02-17,4606.09,Multi-Family,FL,Broker A
P10562,2024-01-02,2608.46,Multi-Family,GA,Broker B
P10563,2024-02-05,3392.99,Short Term Rental,TX,Broker B
,2024-04-12,4655.69,Short Term Rental,TX,Broker B
P10565,2024-05-27,1715.96,Multi-Family,TX,Broker C
P10566,2024-05-26,3829.05,Short Term Rental,GA,Broker C
P10567,2024-06-14,,Landlord,NC,Broker B
P10568,2024-04-26,3511.41,Landlord,GA,Broker B
P10569,2024-03-07,4842.52,Landlord,GA,Broker C
P10570,2024-04-24,4355.01,Multi-Family,NC,Broker B
P10571,2024-06-26,791.58,Multi-Family,IL,Broker C
,2024-04-14,2408.26,Multi-Family,GA,Broker A
P10573,2024-01-17,3414.01,Short Term Rental,FL,Broker C
P10574,2024-01-01,2251.06,Short Term Rental,TX,Broker C
P10575,2024-05-30,,Short Term Rental,TX,Broker B
P10576,2024-06-10,1379.61,Landlord,TX,Broker C
P10577,2024-06-06,4411.46,Landlord,GA,Broker B
P10578,2024-04-29,2567.67,Landlord,FL,Broker B
P10579,2024-01-19,1249.09,Short Term Rental,NC,Broker C
P10580,2024-04-08,2883.03,Short Term Rental,TX,Broker C
P10581,2024-03-04,1660.82,Multi-Family,IL,Broker C
P10582,2024-04-24,1004.58,Multi-Family,TX,Broker C
P10583,2024-04-29,,Multi-Family,GA,Broker B
P10584,2024-04-24,3746.27,Short Term Rental,GA,Broker A
P10585,2024-04-19,2455.28,Short Term Rental,NC,Broker C
P10586,2024-01-16,4888.75,Landlord,FL,Broker B
P10587,2024-04-26,4740.94,Landlord,NC,Broker C
P10588,2024-01-24,3863.99,Landlord,TX,Broker B
P10589,2024-01-30,4086.05,Short Term Rental,IL,Broker C
P10590,2024-02-23,4621.19,Landlord,GA,Broker B
P10591,2024-05-12,1759.63,Landlord,NC,Broker A
P10592,2024-05-22,2112.51,Short Term Rental,IL,Broker B
P10593,2024-06-12,2969.32,Multi-Family,IL,Broker A
P10594,2024-05-01,2827.46,Short Term Rental,FL,Broker B
,2024-03-16,4139.75,Multi-Family,TX,Broker B
P10596,2024-04-05,3602.45,Short Term Rental,IL,Broker B
P10597,2024-02-15,1738.85,Landlord,IL,Broker B
P10598,2024-02-14,4267.46,Short Term Rental,GA,Broker C
P10599,2024-03-03,3802.13,Landlord,FL,Broker A
P10600,2024-03-17,4690.44,Short Term Rental,IL,Broker C
P10601,2024-02-27,3575.11,Landlord,TX,Broker C
P10602,2024-01-23,4188.91,Multi-Family,TX,Broker C
P10603,2024-03-09,901.98,Multi-Family,TX,Broker A
P10604,2024-04-14,3961.02,Multi-Family,GA,Broker C
P10605,2024-05-15,4669.32,Short Term Rental,IL,Broker C
P10606,2024-03-07,2996.3,Landlord,IL,Broker C
P10607,2024-05-08,4949.54,Landlord,GA,Broker A
P10608,2024-03-03,3841.08,Multi-Family,FL,Broker A
P10609,2024-02-03,3505.73,Short Term Rental,IL,Broker C
P10610,2024-02-20,1994.22,Multi-Family,IL,Broker C
P10611,2024-02-27,2971.72,Multi-Family,NC,Broker B
P10612,2024-04-08,1580.5,Multi-Family,FL,Broker C
P10613,2024-04-12,1045.24,Short Term Rental,NC,Broker B
P10614,2024-05-12,1359.95,Multi-Family,NC,Broker A
P10615,2024-04-05,,Short Term Rental,IL,Broker C
P10616,2024-02-04,760.54,Short Term Rental,NC,Broker B
P10617,2024-06-25,1155.59,Short Term Rental,GA,Broker A
P10618,2024-03-10,3408.55,Landlord,IL,Broker B
P10619,2024-06-04,1144.93,Multi-Family,FL,Broker A
P10620,2024-05-24,2275.98,Multi-Family,GA,Broker B
P10621,2024-04-07,3281.2,Landlord,TX,Broker B
P10622,2024-03-28,2212.83,Multi-Family,IL,Broker C
P10623,2024-02-27,1086.77,Short Term Rental,FL,Broker C
P10624,2024-06-02,2421.37,Short Term Rental,IL,Broker B
P10625,2024-04-23,4452.18,Landlord,TX,Broker A
P10626,2024-03-10,1584.13,Short Term Rental,FL,Broker A
P10627,2024-06-03,,Short Term Rental,TX,Broker C
P10628,2024-05-13,3002.09,Multi-Family,FL,Broker B
P10629,2024-06-22,1086.39,Short Term Rental,TX,Broker A
P10630,2024-02-02,4065.61,Landlord,NC,Broker A
P10631,2024-06-21,4895.8,Short Term Rental,IL,Broker B
P10632,2024-03-07,,Short Term Rental,TX,Broker C
P10633,2024-01-05,2114.85,Landlord,IL,Broker C
P10634,2024-06-09,2894.37,Landlord,IL,Broker C
P10635,2024-02-22,576.15,Short Term Rental,FL,Broker A
P10636,2024-05-11,2670.59,Short Term Rental,GA,Broker B
P10637,2024-06-15,3099.82,Short Term Rental,FL,Broker C
P10638,2024-01-10,3726.93,Short Term Rental,GA,Broker A
P10639,2024-05-16,3953.17,Short Term Rental,TX,Broker C
,2024-05-29,919.86,Landlord,IL,Broker A
P10641,2024-03-10,2611.13,Multi-Family,TX,Broker A
P10642,2024-02-13,4642.97,Short Term Rental,GA,Broker B
P10643,2024-03-24,644.08,Short Term Rental,TX,Broker C
P10644,2024-03-02,2807.67,Short Term Rental,GA,Broker C
P10645,2024-01-07,3809.11,Landlord,FL,Broker B
P10646,2024-03-10,3722.79,Landlord,FL,Broker B
P10647,2024-05-08,2244.45,Short Term Rental,IL,Broker C
P10648,2024-01-17,541.3,Short Term Rental,GA,Broker B
P10649,2024-05-14,2003.47,Landlord,FL,Broker A
P10650,2024-04-15,931.58,Short Term Rental,TX,Broker A
P10651,2024-01-29,4333.7,Multi-Family,IL,Broker A
P10652,2024-06-06,1324.99,Multi-Family,IL,Broker A
P10653,2024-06-26,3070.35,Landlord,FL,Broker B
P10654,2024-02-20,2487.39,Short Term Rental,GA,Broker C
P10655,2024-03-04,3980.52,Multi-Family,IL,Broker A
P10656,2024-04-04,3835.66,Short Term Rental,FL,Broker B
P10657,2024-03-14,730.16,Short Term Rental,TX,Broker C
P10658,2024-05-04,3310.9,Landlord,FL,Broker A
,2024-03-06,3186.22,Short Term Rental,TX,Broker C
,2024-03-10,3923.88,Short Term Rental,GA,Broker B
P10661,2024-05-25,703.57,Landlord,TX,Broker B
P10662,2024-03-22,4816.09,Short Term Rental,FL,Broker A
P10663,2024-01-31,1739.19,Landlord,FL,Broker C
P10664,2024-05-28,2682.74,Short Term Rental,FL,Broker C
P10665,2024-06-09,1923.75,Short Term Rental,IL,Broker A
P10666,2024-04-21,3840.84,Multi-Family,FL,Broker C
P10667,2024-04-10,996.86,Landlord,TX,Broker B
P10668,2024-05-28,3289.81,Landlord,GA,Broker A
P10669,2024-03-13,3628.96,Multi-Family,GA,Broker A
P10670,2024-03-14,4882.17,Short Term Rental,GA,Broker A
P10671,2024-05-01,4793.18,Short Term Rental,NC,Broker C
P10672,2024-04-11,2024.43,Landlord,GA,Broker C
P10673,2024-06-06,4074.86,Multi-Family,FL,Broker B
P10674,2024-01-19,1496.56,Multi-Family,FL,Broker C
P10675,2024-06-23,3771.08,Landlord,FL,Broker A
P10676,2024-06-13,4696.11,Multi-Family,FL,Broker C
P10677,2024-02-01,1631.94,Short Term Rental,NC,Broker B
P10678,2024-05-07,3340.47,Landlord,GA,Broker B
P10679,2024-05-26,656.71,Short Term Rental,GA,Broker B
P10680,2024-02-19,3816.62,Multi-Family,GA,Broker C
P10681,2024-02-14,4588.06,Landlord,NC,Broker B
P10682,2024-03-23,3583.68,Landlord,FL,Broker A
P10683,2024-02-06,,Short Term Rental,FL,Broker C
P10684,2024-06-03,1487.84,Landlord,FL,Broker C
P10685,2024-02-10,3608.45,Multi-Family,GA,Broker C
P10686,2024-02-14,639.1,Short Term Rental,IL,Broker C
P10687,2024-03-14,4215.66,Short Term Rental,GA,Broker B
P10688,2024-06-14,3601.73,Short Term Rental,NC,Broker A
P10689,2024-06-12,,Landlord,FL,Broker C
P10690,2024-06-12,1472.01,Short Term Rental,NC,Broker B
P10691,2024-05-10,3093.2,Multi-Family,FL,Broker C
P10692,2024-01-04,1754.8,Short Term Rental,IL,Broker B
P10693,2024-06-22,3996.22,Multi-Family,TX,Broker A
P10694,2024-05-18,3938.19,Landlord,IL,Broker A
P10695,2024-05-16,2121.83,Landlord,NC,Broker B
P10696,2024-01-14,1182.17,Short Term Rental,IL,Broker B
P10697,2024-06-23,3845.74,Multi-Family,GA,Broker C
P10698,2024-04-23,4439.58,Landlord,NC,Broker C
P10699,2024-06-08,4762.21,Multi-Family,TX,Broker A
P10700,2024-05-02,4767.98,Multi-Family,GA,Broker A
P10701,2024-05-14,1342.7,Landlord,NC,Broker A
P10702,2024-02-05,4609.41,Multi-Family,GA,Broker A
P10703,2024-01-06,2721.57,Multi-Family,GA,Broker A
P10704,2024-03-11,4452.18,Short Term Rental,NC,Broker B
P10705,2024-02-20,4584.08,Short Term Rental,NC,Broker C
P10706,2024-03-27,4015.83,Multi-Family,FL,Broker C
P10707,2024-04-02,3794.85,Short Term Rental,TX,Broker A
P10708,2024-01-05,2320.31,Short Term Rental,IL,Broker A
P10709,2024-04-24,1815.8,Multi-Family,TX,Broker B
P10710,2024-02-27,4548.15,Landlord,IL,Broker A
P10711,2024-06-09,4018.09,Multi-Family,TX,Broker B
P10712,2024-04-27,1290.47,Landlord,FL,Broker A
P10713,2024-02-17,2851.03,Short Term Rental,TX,Broker A
P10714,2024-03-08,3530.5,Short Term Rental,IL,Broker A
P10715,2024-01-03,,Multi-Family,IL,Broker B
P10716,2024-05-26,1526.14,Short Term Rental,IL,Broker C
P10717,2024-06-19,528.26,Landlord,IL,Broker C
P10718,2024-06-21,2610.28,Multi-Family,NC,Broker C
P10719,2024-06-29,3866.52,Short Term Rental,NC,Broker A
P10720,2024-03-08,523.69,Multi-Family,GA,Broker A
P10721,2024-03-05,1952.06,Landlord,FL,Broker C
P10722,2024-03-13,3756.97,Multi-Family,TX,Broker B
P10723,2024-03-31,4746.41,Short Term Rental,TX,Broker C
P10724,2024-05-29,3622.64,Multi-Family,TX,Broker B
P10725,2024-05-08,1732.65,Multi-Family,IL,Broker B
P10726,2024-05-26,,Short Term Rental,IL,Broker B
P10727,2024-06-02,1341.84,Short Term Rental,NC,Broker A
P10728,2024-04-20,3991.76,Multi-Family,TX,Broker C
P10729,2024-01-17,2673.05,Landlord,IL,Broker B
P10730,2024-05-21,4535.17,Multi-Family,TX,Broker A
P10731,2024-01-02,2312.08,Multi-Family,IL,Broker C
,2024-01-13,1524.66,Multi-Family,NC,Broker A
P10733,2024-05-05,1391.32,Short Term Rental,GA,Broker A
P10734,2024-06-03,1247.94,Multi-Family,FL,Broker A
P10735,2024-03-04,3600.53,Landlord,TX,Broker C
P10736,2024-06-13,2724.95,Landlord,NC,Broker B
P10737,2024-04-03,830.81,Multi-Family,NC,Broker A
P10738,2024-02-16,1979.83,Short Term Rental,IL,Broker B
P10739,2024-02-03,674.72,Multi-Family,IL,Broker B
P10740,2024-05-15,3227.01,Short Term Rental,NC,Broker A
P10741,2024-02-14,3632.65,Multi-Family,FL,Broker B
P10742,2024-02-09,4222.43,Multi-Family,IL,Broker C
P10743,2024-01-13,3137.49,Landlord,NC,Broker A
P10744,2024-06-08,2415.1,Multi-Family,GA,Broker B
P10745,2024-06-26,3315.6,Short Term Rental,IL,Broker B
P10746,2024-04-28,4073.74,Multi-Family,GA,Broker B
,2024-05-16,1884.11,Landlord,IL,Broker C
P10748,2024-02-04,2969.62,Multi-Family,IL,Broker C
P10749,2024-01-14,1401.49,Multi-Family,IL,Broker A
P10750,2024-05-19,3254.74,Short Term Rental,FL,Broker B
P10751,2024-01-18,4160.69,Short Term Rental,FL,Broker C
P10752,2024-01-17,1873.72,Landlord,IL,Broker A
P10753,2024-05-21,4429.92,Landlord,TX,Broker B
P10754,2024-03-08,3157.03,Short Term Rental,TX,Broker B
P10755,2024-05-20,3529.35,Landlord,IL,Broker B
P10756,2024-05-17,4019.28,Multi-Family,FL,Broker B
P10757,2024-01-08,2090.68,Landlord,NC,Broker B
P10758,2024-02-29,,Multi-Family,TX,Broker A
P10759,2024-04-23,4666.53,Multi-Family,FL,Broker A
P10760,2024-05-20,3967.55,Landlord,NC,Broker C
P10761,2024-01-21,2092.82,Short Term Rental,GA,Broker A
P10762,2024-03-27,3850.2,Multi-Family,GA,Broker A
P10763,2024-05-07,3736.72,Multi-Family,NC,Broker C
P10764,2024-03-26,1081.3,Multi-Family,GA,Broker A
P10765,2024-06-07,2854.49,Short Term Rental,GA,Broker B
P10766,2024-03-03,739.92,Short Term Rental,NC,Broker A
P10767,2024-02-01,1883.72,Landlord,NC,Broker B
P10768,2024-04-05,1795.27,Landlord,IL,Broker A
P10769,2024-03-03,4899.15,Multi-Family,NC,Broker C
P10770,2024-01-16,593.01,Short Term Rental,IL,Broker B
P10771,2024-06-04,3011.98,Landlord,FL,Broker A
P10772,2024-04-04,4763.68,Multi-Family,GA,Broker A
P10773,2024-02-04,1362.65,Landlord,FL,Broker C
P10774,2024-01-21,3267.44,Short Term Rental,NC,Broker B
,2024-04-27,763.19,Multi-Family,NC,Broker A
P10776,2024-06-23,1398.24,Multi-Family,TX,Broker B
P10777,2024-02-05,3146.86,Landlord,FL,Broker A
P10778,2024-02-07,3172.5,Short Term Rental,IL,Broker B
P10779,2024-04-27,1547.91,Multi-Family,NC,Broker C
P10780,2024-04-15,4485.53,Short Term Rental,IL,Broker C
P10781,2024-02-19,4858.16,Multi-Family,NC,Broker A
P10782,2024-02-28,4428.07,Landlord,IL,Broker B
P10783,2024-03-01,4767.65,Landlord,FL,Broker B
P10784,2024-06-04,797.54,Short Term Rental,TX,Broker C
P10785,2024-02-14,1823.5,Landlord,IL,Broker B
P10786,2024-06-24,3916.45,Multi-Family,GA,Broker C
P10787,2024-06-20,4894.04,Multi-Family,IL,Broker B
P10788,2024-01-30,953.37,Landlord,IL,Broker A
P10789,2024-04-03,4996.45,Multi-Family,FL,Broker B
P10790,2024-04-27,3773.34,Multi-Family,NC,Broker B
P10791,2024-05-02,3657.29,Landlord,NC,Broker C
P10792,2024-04-17,588.88,Landlord,GA,Broker B
P10793,2024-01-04,2932.85,Multi-Family,NC,Broker B
P10794,2024-06-10,1541.3,Short Term Rental,GA,Broker B
P10795,2024-03-13,3254.02,Short Term Rental,GA,Broker B
P10796,2024-01-06,2825.61,Short Term Rental,GA,Broker B
P10797,2024-03-27,2693.85,Multi-Family,GA,Broker B
P10798,2024-06-29,2883.59,Multi-Family,FL,Broker A
P10799,2024-03-13,4781.61,Multi-Family,TX,Broker B
P10800,2024-06-03,3332.02,Multi-Family,FL,Broker C
P10801,2024-03-20,514.7,Short Term Rental,GA,Broker A
P10802,2024-05-10,4616.62,Multi-Family,IL,Broker C
P10803,2024-05-22,4079.38,Short Term Rental,TX,Broker C
P10804,2024-06-22,2009.61,Multi-Family,NC,Broker B
P10805,2024-05-04,1284.35,Landlord,FL,Broker B
P10806,2024-01-31,4920.93,Short Term Rental,GA,Broker C
P10807,2024-04-09,1677.8,Multi-Family,IL,Broker C
P10808,2024-02-24,831.21,Multi-Family,TX,Broker A
P10809,2024-02-14,3832.09,Landlord,IL,Broker C
P10810,2024-06-03,1578.94,Landlord,IL,Broker C
P10811,2024-04-01,4579.7,Short Term Rental,NC,Broker A
P10812,2024-04-29,4563.3,Multi-Family,FL,Broker B
P10813,2024-05-22,3843.84,Landlord,TX,Broker B
P10814,2024-03-22,3081.66,Multi-Family,GA,Broker A
P10815,2024-05-13,1697.79,Short Term Rental,FL,Broker A
P10816,2024-05-04,1118.03,Multi-Family,GA,Broker B
P10817,2024-01-15,1622.94,Short Term Rental,FL,Broker B
P10818,2024-02-14,1170.85,Multi-Family,NC,Broker C
P10819,2024-06-25,888.73,Landlord,TX,Broker C
P10820,2024-02-19,3749.73,Short Term Rental,TX,Broker A
P10821,2024-02-16,642.51,Short Term Rental,NC,Broker A
P10822,2024-03-28,3412.15,Short Term Rental,IL,Broker B
P10823,2024-02-10,4391.62,Short Term Rental,TX,Broker C
P10824,2024-02-06,3621.69,Landlord,NC,Broker A
P10825,2024-05-03,2299.49,Short Term Rental,FL,Broker C
P10826,2024-05-07,2786.12,Landlord,IL,Broker A
P10827,2024-05-25,3727.42,Short Term Rental,TX,Broker B
P10828,2024-04-07,2526.77,Short Term Rental,FL,Broker A
P10829,2024-01-03,2087.2,Multi-Family,IL,Broker B
P10830,2024-06-15,1218.59,Landlord,NC,Broker A
P10831,2024-06-24,1676.81,Landlord,IL,Broker B
P10832,2024-01-17,3952.9,Short Term Rental,TX,Broker A
P10833,2024-01-17,2926.17,Landlord,IL,Broker C
P10834,2024-01-29,1456.47,Short Term Rental,IL,Broker B
P10835,2024-02-27,3785.61,Short Term Rental,TX,Broker C
P10836,2024-03-27,3623.56,Multi-Family,TX,Broker A
P10837,2024-05-16,2214.75,Multi-Family,NC,Broker B
P10838,2024-04-11,4865.28,Short Term Rental,FL,Broker C
P10839,2024-02-24,1786.42,Landlord,IL,Broker C
P10840,2024-06-13,4115.11,Landlord,FL,Broker A
P10841,2024-06-13,3024.75,Short Term Rental,TX,Broker A
P10842,2024-02-07,3918.86,Landlord,FL,Broker C
P10843,2024-01-02,3784.82,Multi-Family,GA,Broker B
P10844,2024-01-06,1394.81,Short Term Rental,NC,Broker A
P10845,2024-06-08,3333.6,Multi-Family,FL,Broker B
P10846,2024-05-30,4232.51,Landlord,FL,Broker B
P10847,2024-02-08,4117.03,Short Term Rental,GA,Broker B
P10848,2024-03-27,873.6,Landlord,IL,Broker A
P10849,2024-05-25,4445.89,Landlord,IL,Broker A
P10850,2024-04-29,4846.18,Landlord,GA,Broker A
P10851,2024-02-04,876.3,Multi-Family,FL,Broker B
P10852,2024-06-06,4048.41,Landlord,NC,Broker A
P10853,2024-03-31,2745.88,Landlord,TX,Broker B
P10854,2024-02-10,2863.55,Multi-Family,IL,Broker B
P10855,2024-02-22,3807.5,Landlord,GA,Broker B
P10856,2024-04-21,2167.41,Multi-Family,TX,Broker B
P10857,2024-03-01,3836.52,Short Term Rental,NC,Broker C
P10858,2024-06-01,2856.8,Short Term Rental,FL,Broker B
P10859,2024-01-09,790.98,Short Term Rental,GA,Broker B
P10860,2024-01-28,,Multi-Family,FL,Broker C
P10861,2024-06-22,4580.23,Landlord,FL,Broker A
P10862,2024-04-17,4989.06,Short Term Rental,TX,Broker A
P10863,2024-02-09,1524.41,Short Term Rental,TX,Broker A
P10864,2024-06-01,2481.55,Short Term Rental,FL,Broker C
P10865,2024-05-08,4526.58,Multi-Family,GA,Broker B
P10866,2024-06-23,1381.8,Multi-Family,NC,Broker C
P10867,2024-06-03,3065.1,Multi-Family,NC,Broker C
P10868,2024-03-31,691.93,Multi-Family,GA,Broker B
P10869,2024-03-13,3685.19,Landlord,TX,Broker A
,2024-02-16,829.79,Landlord,TX,Broker C
,2024-06-06,725.21,Multi-Family,FL,Broker A
P10872,2024-01-11,1440.38,Short Term Rental,IL,Broker A
P10873,2024-01-19,4112.17,Short Term Rental,NC,Broker B
P10874,2024-05-22,2784.91,Landlord,GA,Broker B
P10875,2024-04-05,874.23,Short Term Rental,IL,Broker A
P10876,2024-02-02,4446.71,Landlord,IL,Broker C
P10877,2024-05-26,2899.99,Landlord,FL,Broker B
P10878,2024-01-10,4445.23,Multi-Family,GA,Broker C
P10879,2024-06-04,4453.1,Short Term Rental,FL,Broker B
P10880,2024-05-28,1095.47,Short Term Rental,IL,Broker B
P10881,2024-04-25,910.26,Multi-Family,IL,Broker B
P10882,2024-03-10,625.55,Multi-Family,IL,Broker C
P10883,2024-01-16,3144.43,Landlord,FL,Broker C
P10884,2024-02-17,681.91,Multi-Family,FL,Broker B
P10885,2024-05-29,3994.76,Landlord,NC,Broker C
P10886,2024-03-08,2614.01,Multi-Family,NC,Broker C
P10887,2024-05-20,3210.76,Short Term Rental,IL,Broker A
P10888,2024-03-02,4359.03,Landlord,IL,Broker B
P10889,2024-04-28,4865.24,Multi-Family,TX,Broker C
P10890,2024-05-15,2148.22,Landlord,IL,Broker A
P10891,2024-01-30,639.05,Multi-Family,TX,Broker B
P10892,2024-06-08,884.27,Multi-Family,FL,Broker C
P10893,2024-05-09,1041.95,Short Term Rental,FL,Broker B
P10894,2024-04-01,816.82,Multi-Family,GA,Broker B
P10895,2024-03-21,4513.6,Short Term Rental,IL,Broker B
P10896,2024-04-15,4240.74,Landlord,TX,Broker A
P10897,2024-01-03,647.12,Multi-Family,FL,Broker A
P10898,2024-03-24,2899.61,Landlord,IL,Broker B
P10899,2024-03-02,1346.59,Landlord,GA,Broker C
P10900,2024-03-11,1576.96,Multi-Family,TX,Broker B
,2024-02-14,3449.94,Landlord,FL,Broker C
P10902,2024-03-24,3935.71,Multi-Family,IL,Broker B
P10903,2024-03-06,3844.02,Short Term Rental,FL,Broker C
P10904,2024-01-22,3252.85,Landlord,TX,Broker A
P10905,2024-01-11,3533.67,Short Term Rental,NC,Broker B
P10906,2024-05-05,3717.01,Multi-Family,FL,Broker C
P10907,2024-01-14,3618.11,Short Term Rental,IL,Broker A
P10908,2024-06-13,4116.6,Multi-Family,FL,Broker B
P10909,2024-01-11,4373.16,Short Term Rental,FL,Broker C
P10910,2024-02-25,907.84,Landlord,TX,Broker C
P10911,2024-02-09,2695.72,Multi-Family,NC,Broker C
P10912,2024-02-06,1438.91,Multi-Family,TX,Broker A
P10913,2024-02-17,,Short Term Rental,GA,Broker C
P10914,2024-02-04,3114.51,Landlord,NC,Broker A
P10915,2024-06-27,4135.38,Multi-Family,IL,Broker C
P10916,2024-01-28,3969.26,Landlord,NC,Broker C
P10917,2024-05-21,1809.98,Multi-Family,IL,Broker A
P10918,2024-05-30,4561.6,Multi-Family,TX,Broker A
P10919,2024-06-18,1119.2,Short Term Rental,FL,Broker A
P10920,2024-04-29,4629.87,Multi-Family,NC,Broker B
P10921,2024-04-09,3950.71,Multi-Family,FL,Broker A
P10922,2024-03-15,1833.25,Landlord,FL,Broker A
P10923,2024-02-25,3599.35,Multi-Family,TX,Broker C
P10924,2024-03-06,1041.72,Multi-Family,FL,Broker A
P10925,2024-05-03,1818.02,Landlord,IL,Broker B
P10926,2024-04-16,1233.01,Landlord,FL,Broker C
P10927,2024-06-20,1712.17,Landlord,NC,Broker B
P10928,2024-04-22,3428.0,Multi-Family,IL,Broker C
P10929,2024-01-12,692.44,Landlord,TX,Broker C
P10930,2024-04-05,1337.02,Multi-Family,TX,Broker C
P10931,2024-04-26,2260.3,Landlord,NC,Broker A
P10932,2024-06-09,2538.98,Landlord,NC,Broker C
P10933,2024-04-30,1863.83,Landlord,NC,Broker B
P10934,2024-01-25,4753.96,Short Term Rental,NC,Broker B
P10935,2024-03-26,4057.44,Multi-Family,NC,Broker A
P10936,2024-02-24,1583.72,Multi-Family,TX,Broker A
P10937,2024-03-20,3069.91,Multi-Family,TX,Broker B
P10938,2024-05-05,2764.28,Short Term Rental,IL,Broker B
P10939,2024-03-04,2624.76,Landlord,TX,Broker A
P10940,2024-03-18,1910.22,Multi-Family,TX,Broker B
P10941,2024-06-26,4104.82,Multi-Family,GA,Broker C
P10942,2024-04-02,3060.87,Multi-Family,FL,Broker C
P10943,2024-05-22,998.93,Short Term Rental,NC,Broker C
P10944,2024-05-17,2465.58,Multi-Family,FL,Broker B
P10945,2024-03-06,4025.97,Multi-Family,NC,Broker A
P10946,2024-02-02,612.85,Multi-Family,GA,Broker B
P10947,2024-01-26,4536.44,Multi-Family,IL,Broker C
P10948,2024-06-01,4132.41,Landlord,TX,Broker C
P10949,2024-06-18,2739.0,Short Term Rental,IL,Broker B
P10950,2024-02-05,791.98,Multi-Family,NC,Broker C
P10951,2024-03-31,2439.85,Multi-Family,IL,Broker A
,2024-05-22,1061.07,Multi-Family,GA,Broker A
P10953,2024-06-25,3851.06,Multi-Family,GA,Broker A
P10954,2024-03-29,3674.61,Short Term Rental,GA,Broker C
P10955,2024-06-25,748.0,Multi-Family,GA,Broker C
P10956,2024-04-27,898.1,Short Term Rental,NC,Broker A
P10957,2024-06-22,,Multi-Family,TX,Broker C
P10958,2024-06-22,1936.89,Multi-Family,GA,Broker C
P10959,2024-01-05,2508.64,Multi-Family,GA,Broker C
P10960,2024-02-23,791.8,Landlord,FL,Broker C
P10961,2024-04-22,2773.54,Short Term Rental,FL,Broker A
P10962,2024-02-07,3979.49,Landlord,FL,Broker A
P10963,2024-03-10,1864.31,Short Term Rental,NC,Broker B
P10964,2024-04-17,595.27,Landlord,GA,Broker A
P10965,2024-05-14,4521.75,Landlord,TX,Broker B
P10966,2024-01-03,1768.56,Landlord,FL,Broker C
P10967,2024-03-21,2423.91,Short Term Rental,GA,Broker C
P10968,2024-04-29,1415.61,Landlord,FL,Broker C
P10969,2024-06-19,3232.84,Multi-Family,GA,Broker A
P10970,2024-05-15,1239.67,Short Term Rental,NC,Broker C
P10971,2024-05-17,596.1,Landlord,FL,Broker C
P10972,2024-05-18,4404.73,Landlord,NC,Broker A
P10973,2024-04-08,1184.93,Short Term Rental,NC,Broker B
P10974,2024-03-28,1236.45,Multi-Family,TX,Broker B
P10975,2024-03-16,2395.5,Short Term Rental,GA,Broker A
P10976,2024-02-28,601.17,Landlord,IL,Broker B
P10977,2024-03-30,1735.78,Multi-Family,FL,Broker B
P10978,2024-01-29,3396.16,Short Term Rental,NC,Broker B
,2024-03-01,3350.14,Multi-Family,IL,Broker A
P10980,2024-02-14,3044.21,Multi-Family,GA,Broker C
P10981,2024-02-21,4139.96,Short Term Rental,FL,Broker B
P10982,2024-02-18,1310.95,Short Term Rental,IL,Broker A
P10983,2024-04-14,2210.37,Multi-Family,NC,Broker A
P10984,2024-01-30,2845.23,Multi-Family,TX,Broker B
P10985,2024-02-14,4444.08,Short Term Rental,FL,Broker C
P10986,2024-05-06,3661.27,Landlord,FL,Broker A
P10987,2024-04-18,3757.69,Short Term Rental,GA,Broker B
P10988,2024-01-27,3304.1,Multi-Family,NC,Broker C
P10989,2024-06-18,4710.13,Short Term Rental,NC,Broker B
P10990,2024-02-21,2802.65,Landlord,FL,Broker C
